,Yt.1M,Industry,MR,TRC,BAB,EV,P/B,PSR,ROA,C/A,D/A,PG,AG,cluster
666,0.0189,M2324 ¥b¾ÉÅé,0.1202,-0.4009,0.6808,30436165126.0,1.84,8.1754,1.78,0.0791,16.15,-0.0863,0.0156,1
667,0.6574,M2324 ¥b¾ÉÅé,0.3608,2.6484,1.0863,8991273938.0,2.16,3.0028,3.11,0.0748,74.43,8.5532,0.3278,3
668,0.2072,M2324 ¥b¾ÉÅé,-0.0907,-0.6157,0.6961,16605936284.0,8.25,19.2927,0.89,0.2315,32.17,1.3122,0.0188,0
669,0.1381,M2326 ¥ú¹q·~,0.051,0.1802,0.4684,6115896000.0,2.34,24.543,0.27,0.3983,18.15,1.1414,-0.078,1
670,-0.0325,M2328 ¹q¤l¹s²Õ¥ó,-0.0135,0.4431,0.4362,3527078400.0,1.47,4.4831,-0.72,0.1671,20.28,-10.9186,-0.0674,0
671,-0.0114,M2330 ¸ê°TªA°È·~,0.9355,0.1676,1.3022,8490894905.0,5.84,18.9851,8.13,0.7276,23.06,2.0956,-0.1799,0
672,0.0364,M2328 ¹q¤l¹s²Õ¥ó,-0.0029,-0.2968,0.2143,2472868673.0,0.74,5.9464,0.49,0.4223,16.29,1.3179,-0.0305,0
673,-0.0122,M2000 ¿ûÅK¤u·~,0.072,-0.8091,0.0937,15994722527.0,2.59,8.9732,3.3,0.2784,26.09,0.2454,0.0533,1
674,0.1359,M2330 ¸ê°TªA°È·~,0.0054,-0.4373,0.3237,7085903375.0,1.5,14.3838,1.72,0.0685,20.98,0.8197,-0.0003,1
675,-0.0152,M2324 ¥b¾ÉÅé,0.0291,0.1602,0.3406,11871691045.0,6.36,42.6887,2.59,0.2118,27.17,0.5466,0.1859,0
676,-0.0214,M2326 ¥ú¹q·~,0.3036,-0.335,1.6347,16076015873.0,5.52,16.9442,2.45,0.0426,40.62,0.1575,0.0527,1
677,0.0663,M2326 ¥ú¹q·~,-0.1821,-0.5978,0.1681,2822885170.0,1.86,15.3834,1.98,0.4159,14.12,0.2241,0.0446,1
678,0.0732,M2325 ¹q¸£¤Î¶gÃä,-0.0278,-0.6436,0.8012,12763379933.0,3.76,7.4517,2.6,0.2683,46.41,-0.1569,0.1684,3
679,0.119,M2324 ¥b¾ÉÅé,-0.0302,-0.169,1.2314,142120135858.0,8.66,72.9497,4.02,0.1077,14.48,1.2751,0.2399,1
680,-0.0269,M1600 ¹q¾¹¹qÆl,0.0084,-0.1759,0.0614,7874628845.0,2.18,7.0033,-0.44,0.1033,45.83,-1.4867,0.1367,1
681,0.0373,M2324 ¥b¾ÉÅé,0.0247,-0.1063,0.4303,6579976460.0,2.3,5.5503,1.24,0.2199,45.97,2.8702,-0.0488,0
682,0.1178,M3500 ºñ¯àÀô«O,0.2171,-0.5539,0.2843,5328388428.0,3.79,9.6881,2.99,0.4366,52.58,0.3361,0.247,1
683,-0.0139,M3700 ¹B°Ê¥ð¶¢,0.057,-0.6638,0.5619,17460771181.0,2.25,15.9629,1.33,0.2711,35.52,-0.3795,-0.011,1
684,-0.0386,M2327 ³q«Hºô¸ô·~,-0.0389,-0.5667,0.7221,33424708845.0,2.82,2.0638,1.51,0.2167,70.92,0.3329,0.1691,1
685,0.0817,M2329 ¹q¤l³q¸ô·~,0.3402,1.8381,0.5677,47890581908.0,2.9,4.0137,2.46,0.1169,56.67,0.0474,0.1401,3
686,-0.0648,M2328 ¹q¤l¹s²Õ¥ó,-0.0233,-0.597,0.5154,29588451693.0,1.01,3.2001,1.19,0.2614,43.05,-0.1282,0.0833,0
687,0.0155,M2324 ¥b¾ÉÅé,-0.0116,-0.4206,0.4989,8350372941.0,2.43,13.6438,1.15,0.3026,12.5,4.2928,0.0078,1
688,1.3092,M2326 ¥ú¹q·~,-0.0941,-0.3444,0.3858,1736826000.0,2.87,21.1349,-1.47,0.1256,36.77,-2.1882,0.0245,1
689,0.0376,M2500 «Ø§÷Àç³y,0.36,0.1633,0.2104,5225010497.0,1.01,4.4952,2.63,0.198,39.25,1.744,0.1235,2
690,0.2072,M2500 «Ø§÷Àç³y,0.3009,1.9283,0.8626,8689918763.0,1.72,3.5867,2.0,0.1388,61.17,3.5232,0.1109,2
691,-0.0267,M2500 «Ø§÷Àç³y,0.1004,0.6306,0.4927,6473484038.0,1.22,4.3389,-1.1,0.213,37.2,-0.2044,0.1925,2
692,0.117,M2500 «Ø§÷Àç³y,0.3785,7.8743,-0.1152,58563755784.0,1.02,17.9158,0.47,0.0673,54.65,-0.6031,0.0235,2
693,0.0522,M2500 «Ø§÷Àç³y,0.2222,0.6622,0.5303,9282106830.0,1.78,62.133,-0.18,0.0076,71.35,-4.2586,0.0313,2
694,-0.0214,M2500 «Ø§÷Àç³y,0.1262,11.2242,0.9075,12500035242.0,0.93,73.7635,-0.52,0.0051,75.32,-1.9218,0.0646,2
695,-0.0184,M2500 «Ø§÷Àç³y,0.0891,2.3433,0.3308,6629834135.0,0.72,26.9846,0.37,0.2247,21.41,-0.883,-0.0391,2
696,-0.0205,M2500 «Ø§÷Àç³y,0.5987,5.4423,0.2609,33734831379.0,1.28,61.9996,0.2,0.0318,55.53,-0.3974,-0.0278,2
697,0.009,M2600 ¯è¹B·~,-0.0071,-0.4069,0.4857,18456150755.0,1.85,22.9212,0.86,0.0314,60.91,-0.3174,0.155,3
698,-0.0184,M2600 ¯è¹B·~,0.1391,2.1013,0.3016,8447194024.0,0.73,10.7582,-0.68,0.1047,53.12,-0.1527,-0.0923,3
699,-0.0323,M2700 Æ[¥úÀ\®È,0.2372,3.7054,0.3449,5731313732.0,3.31,9.5863,2.4,0.1158,53.18,9.5313,0.2085,1
700,-0.0247,M2800 ª÷¿Ä·~,0.0488,-0.0147,0.4743,215875111989.0,1.22,17.5211,0.22,0.0213,89.4,0.0174,0.0307,3
701,-0.0244,M2800 ª÷¿Ä·~,0.0333,0.066,0.2993,378670267733.0,1.56,23.9663,0.11,0.0161,94.86,0.0718,0.0624,3
702,-0.0577,M2800 ª÷¿Ä·~,0.5851,0.8663,0.443,52600886100.0,1.0,13.1107,0.73,0.0299,84.72,0.2229,0.4286,3
703,-0.021,M2800 ª÷¿Ä·~,0.2271,0.0418,0.43,14337019668.0,1.53,25.344,0.53,0.0936,86.64,0.1065,0.1408,3
704,-0.019,M2328 ¹q¤l¹s²Õ¥ó,-0.0752,-0.7321,0.3645,3258971817.0,0.95,2.3569,0.15,0.415,57.59,0.881,-0.0628,0
705,0.0617,M2330 ¸ê°TªA°È·~,-0.1968,-0.4874,0.5923,10786960932.0,2.99,2.2712,1.29,0.0916,59.22,-0.1285,0.1242,1
706,0.0291,M2328 ¹q¤l¹s²Õ¥ó,0.1649,0.0098,0.2728,9693219409.0,1.85,6.0474,1.95,0.2096,38.89,0.9762,-0.0116,0
707,-0.0433,M2326 ¥ú¹q·~,-0.1179,-0.1724,0.5796,29697321395.0,0.77,11.7079,-2.33,0.0574,23.11,-0.3013,-0.0544,1
708,0.4664,M2325 ¹q¸£¤Î¶gÃä,0.2669,0.1351,1.3829,8036663970.0,5.4,11.2233,2.96,0.1861,64.23,3.3336,0.1172,3
709,0.0191,M2326 ¥ú¹q·~,-0.0491,0.808,0.0939,10251412310.0,1.16,2.0512,-0.41,0.2889,49.46,0.7257,0.0198,1
710,-0.0078,M2325 ¹q¸£¤Î¶gÃä,0.2016,0.0248,0.2309,4886648742.0,1.25,3.5554,1.47,0.1346,51.81,-0.1027,0.0993,3
711,0.0813,M2328 ¹q¤l¹s²Õ¥ó,-0.0507,-0.0503,0.2185,1643938431.0,1.46,7.307,0.39,0.2213,42.48,1.4037,-0.0374,0
712,0.0087,M2327 ³q«Hºô¸ô·~,0.0272,-0.7452,0.2872,2493160235.0,0.65,20.1533,0.09,0.0411,5.84,1.8899,0.4562,1
713,0.0022,M2331 ¨ä¥L¹q¤l·~,0.3314,-0.3363,1.608,51436891300.0,4.3,2.7107,2.17,0.3483,67.24,1.9154,0.0669,1
714,-0.0152,M2328 ¹q¤l¹s²Õ¥ó,0.003,-0.6949,0.1829,1864673382.0,1.32,2.4608,-3.62,0.0868,78.06,-1.4889,-0.0417,0
715,0.0291,M2327 ³q«Hºô¸ô·~,-0.0365,-0.5546,0.4247,3142402543.0,1.07,13.3852,-1.57,0.2902,25.26,-7.2404,-0.2512,1
716,0.2206,M2327 ³q«Hºô¸ô·~,-0.0146,-0.5695,0.3861,1694158476.0,1.19,4.8196,-1.26,0.2551,47.89,0.0938,0.0137,1
717,-0.0048,M2328 ¹q¤l¹s²Õ¥ó,-0.0532,-0.2822,0.5778,12922651579.0,0.96,8.1851,-2.55,0.1456,36.23,0.3731,-0.1683,0
718,0.0347,M2328 ¹q¤l¹s²Õ¥ó,0.0265,-0.3154,0.2791,2315146111.0,1.49,18.9715,1.35,0.1441,29.35,0.359,-0.0771,0
719,0.119,M2326 ¥ú¹q·~,-0.0102,-0.7548,0.7416,1261440000.0,1.33,5.8844,0.89,0.387,34.76,2.6046,-0.0549,1
720,-0.0087,M3600 ¼Æ¦ì¶³ºÝ,-0.0293,-0.685,-0.1199,3060102208.0,2.24,4.2621,0.69,0.231,30.52,1.3122,-0.0824,1
721,0.0715,M2325 ¹q¸£¤Î¶gÃä,0.0995,-0.3652,0.602,14477661413.0,2.81,7.0495,-0.54,0.1426,58.38,-1.942,-0.1082,3
722,-0.0146,M2326 ¥ú¹q·~,-0.0664,-0.7504,0.7017,4813131128.0,1.63,10.4866,0.13,0.2057,19.58,-0.3785,-0.0394,1
723,0.1145,M2326 ¥ú¹q·~,0.4,-0.3654,0.3278,86742186406.0,2.13,8.0115,3.31,0.6451,38.91,1.6424,-0.026,1
724,0.0561,M2500 «Ø§÷Àç³y,0.6622,7.8874,-0.0275,22723532639.0,1.87,44.9859,0.1,0.0508,74.17,-0.8935,-0.0215,2
725,-0.0213,M2330 ¸ê°TªA°È·~,0.0886,-0.1432,0.1378,10660185000.0,4.12,18.563,2.79,0.2404,34.57,-0.0021,0.2446,1
726,0.0,M9900 ¨ä¥L,0.0658,-0.2513,0.0787,8248387311.0,2.03,15.8487,1.71,0.3532,49.25,-0.0027,0.065,1
727,-0.0044,M2329 ¹q¤l³q¸ô·~,0.3129,-0.0993,0.8037,19051414752.0,3.13,1.6773,3.23,0.14,64.26,1.8829,0.2243,3
728,-0.0474,M2328 ¹q¤l¹s²Õ¥ó,0.0535,-0.4314,0.3747,32994129310.0,1.57,6.4381,1.62,0.2603,42.63,-0.018,0.1312,0
729,0.1306,M2331 ¨ä¥L¹q¤l·~,0.2581,1.8189,0.2127,10529056815.0,1.53,5.9001,2.27,0.1454,44.53,0.4652,0.1165,1
730,0.0547,M2331 ¨ä¥L¹q¤l·~,-0.0222,-0.1497,1.2974,30005592216.0,2.81,2.053,1.26,0.1562,73.69,0.071,0.2156,1
731,0.2704,M2328 ¹q¤l¹s²Õ¥ó,0.72,-0.0121,1.6032,17963448089.0,5.3,12.2205,4.67,0.184,42.21,1.3145,0.2651,0
732,0.016,M2331 ¨ä¥L¹q¤l·~,-0.0079,-0.3687,0.1565,5229528400.0,2.26,8.6287,1.65,0.2668,32.81,-0.0414,0.0989,1
733,0.0237,M2324 ¥b¾ÉÅé,-0.0314,0.5579,0.6599,13131732795.0,3.22,29.6074,-0.69,0.1307,34.61,-2.2325,-0.1079,1
734,-0.0223,M2328 ¹q¤l¹s²Õ¥ó,-0.0654,-0.7498,0.7833,6107463447.0,2.57,18.5275,1.43,0.2331,35.31,-0.4604,0.1586,0
735,0.0432,M2325 ¹q¸£¤Î¶gÃä,0.295,-0.0816,0.4374,12294318325.0,2.27,12.1323,3.73,0.4328,18.05,3.2765,0.0083,3
736,0.2686,M2326 ¥ú¹q·~,-0.0417,-0.4134,0.1388,4322055686.0,1.47,7.1846,-0.41,0.1313,26.13,0.5923,-0.0715,1
737,0.0755,M2328 ¹q¤l¹s²Õ¥ó,0.1484,2.0286,0.893,37436460040.0,1.79,6.0826,0.55,0.1585,41.84,1.0763,0.0186,0
738,0.0281,M2330 ¸ê°TªA°È·~,0.0826,-0.1247,0.5849,32559018375.0,2.13,3.196,2.32,0.1707,47.84,0.4372,0.0694,1
739,0.1267,M2331 ¨ä¥L¹q¤l·~,0.775,3.5745,0.8423,4116162793.0,1.98,14.1927,1.58,0.2608,24.18,0.0727,-0.0066,1
740,0.2288,M2327 ³q«Hºô¸ô·~,0.2324,-0.2571,0.5735,3539156512.0,1.89,12.6457,3.51,0.131,11.65,7.686,0.0664,1
741,-0.0183,M2328 ¹q¤l¹s²Õ¥ó,0.0061,-0.2903,0.5664,4616284958.0,1.9,7.4119,0.09,0.2711,37.9,4.0128,-0.0245,0
742,-0.0118,M2326 ¥ú¹q·~,-0.0062,-0.4404,-0.0774,442020000.0,4.79,32.1119,1.18,0.3574,12.61,2.4494,0.1104,1
743,0.0591,M2326 ¥ú¹q·~,-0.0648,-0.6141,0.4548,1177859869.0,1.07,7.7922,-0.24,0.1476,47.53,0.7222,-0.0723,1
744,0.0778,M2325 ¹q¸£¤Î¶gÃä,1.1049,1.6518,-0.6724,25871892006.0,2.79,14.6451,0.54,0.3052,39.62,-0.5333,-0.1315,3
745,-0.0114,M2325 ¹q¸£¤Î¶gÃä,-0.1568,-0.1889,1.0448,16761004292.0,4.96,10.7366,2.39,0.1064,56.46,0.0124,0.434,3
746,0.1407,M2324 ¥b¾ÉÅé,0.1026,-0.4923,0.7151,120986413695.0,2.68,6.6009,1.96,0.1876,34.72,0.5403,-0.0488,0
747,0.0618,M2324 ¥b¾ÉÅé,-0.2424,-0.711,0.4885,2628834027.0,3.54,14.6583,2.21,0.2966,26.04,0.4835,-0.0406,1
748,0.0396,M2324 ¥b¾ÉÅé,0.1349,-0.4174,0.6293,36212707799.0,1.91,8.7009,2.42,0.2647,47.25,2.2954,0.014,0
749,-0.0834,M2328 ¹q¤l¹s²Õ¥ó,0.1667,0.9443,0.303,30260693769.0,1.21,4.4577,0.07,0.1741,37.39,-0.8236,-0.0056,0
750,0.023,M2324 ¥b¾ÉÅé,0.0383,-0.0851,1.0557,30659404510.0,1.25,10.3195,1.14,0.1464,28.47,-0.0202,-0.0332,0
751,0.0248,M2325 ¹q¸£¤Î¶gÃä,0.0152,-0.2171,0.1018,9127393981.0,2.12,7.7678,1.72,0.147,32.77,-0.4194,-0.0575,3
752,-0.0084,M2326 ¥ú¹q·~,0.2553,0.2196,0.7723,33326716320.0,1.58,3.0494,1.46,0.1767,59.88,1.3931,0.0677,1
753,-0.0094,M2329 ¹q¤l³q¸ô·~,0.0536,-0.3545,0.135,8003990541.0,3.27,1.7948,1.25,0.0762,75.41,-0.161,0.0318,3
754,0.0121,M2328 ¹q¤l¹s²Õ¥ó,-0.1209,-0.4256,0.6711,31391258108.0,1.46,4.3691,-0.06,0.15,53.65,-3.7549,0.561,0
755,-0.1422,M2331 ¨ä¥L¹q¤l·~,0.3622,12.0847,-0.1277,5006629711.0,2.24,15.1379,-0.89,0.2636,25.85,0.5832,-0.1504,1
756,0.03,M2327 ³q«Hºô¸ô·~,0.0459,-0.6456,0.5629,68916553465.0,2.32,2.6937,1.25,0.1417,53.94,0.3039,0.1313,1
757,-0.0162,M2200 ¨T¨®¤u·~,-0.0393,-0.3967,0.6714,6515188120.0,2.29,4.6967,0.88,0.077,56.34,10.5304,0.2085,3
758,0.0545,M2326 ¥ú¹q·~,-0.0716,-0.8445,0.5433,1488067000.0,0.64,37.9454,-0.24,0.587,2.26,0.6749,-0.0467,1
759,0.0744,M2331 ¨ä¥L¹q¤l·~,0.1941,-0.1904,0.7318,139946415379.0,15.2,30.4317,4.68,0.4074,41.9,-0.043,-0.0049,1
760,-0.0544,M2328 ¹q¤l¹s²Õ¥ó,0.0233,-0.1785,0.6669,59144385462.0,5.55,7.3508,2.33,0.1335,58.22,0.1715,0.0681,0
761,0.0469,M2325 ¹q¸£¤Î¶gÃä,0.1201,-0.4369,0.6502,41984095808.0,2.28,1.2832,1.19,0.1758,63.17,0.2821,0.2236,3
762,0.05,M2327 ³q«Hºô¸ô·~,0.1449,-0.6372,0.8128,8506719676.0,2.95,10.1348,1.22,0.1635,39.2,-0.3043,0.0857,1
763,0.0109,M2327 ³q«Hºô¸ô·~,-0.1016,-0.8087,0.4944,2432409432.0,2.53,30.5729,-2.67,0.1821,8.25,-0.0214,-0.1452,1
764,-0.0766,M2331 ¨ä¥L¹q¤l·~,0.1748,0.0745,0.9947,9568713169.0,2.25,7.5149,1.77,0.2722,48.91,-0.2225,0.0056,1
765,0.5782,M2327 ³q«Hºô¸ô·~,0.7255,0.4256,1.0072,13311245555.0,3.85,16.1091,3.41,0.244,27.53,32.8143,0.1845,1
766,-0.0427,M2326 ¥ú¹q·~,0.0274,-0.1056,0.4762,14889108905.0,1.95,12.7518,0.31,0.0745,34.77,-0.8752,0.0487,1
767,0.3501,M1722 ¥Í§ÞÂåÀø,0.1332,0.4131,1.0157,120755525273.0,4.5,73.0329,1.23,0.7047,10.36,1.4492,0.6435,0
768,0.1281,M2328 ¹q¤l¹s²Õ¥ó,0.6782,4.1842,0.7889,10963378395.0,2.19,15.1981,2.72,0.2735,41.03,3.7301,0.1289,0
769,-0.0082,M9900 ¨ä¥L,-0.0116,0.4961,0.0705,10140937050.0,1.38,9.4833,1.51,0.1051,54.83,-0.0756,0.0033,1
770,0.0612,M1722 ¥Í§ÞÂåÀø,0.1322,1.6842,0.5093,74281244149.0,7.63,25.9952,2.76,0.2631,62.63,-0.311,0.3442,0
771,-0.0173,M2326 ¥ú¹q·~,0.0109,-0.482,0.6225,4499020881.0,1.54,24.1251,-0.31,0.0553,58.0,-1.644,-0.0453,1
772,-0.0827,M1722 ¥Í§ÞÂåÀø,0.3246,0.23,0.2293,38664982200.0,3.67,22.4129,3.78,0.0809,30.31,0.5066,0.4048,0
773,-0.0239,M9900 ¨ä¥L,0.0479,-0.3087,0.1127,5315329140.0,1.41,3.7004,0.88,0.1356,64.27,5.8547,-0.003,1
774,-0.0718,M9700 ªo¹q¿U®ð·~,-0.0436,0.2155,0.2073,648365391794.0,2.06,3.7872,1.23,0.0951,22.17,0.1332,0.0074,1
775,0.1623,M2324 ¥b¾ÉÅé,0.0119,0.5379,1.2133,30210310332.0,7.47,28.1529,3.94,0.1052,37.55,0.3919,0.0057,1
776,0.1932,M2324 ¥b¾ÉÅé,0.1115,-0.0817,1.2747,111141685099.0,6.39,29.0447,2.0,0.4901,23.14,2.4367,0.2464,0
777,0.007,M2324 ¥b¾ÉÅé,-0.274,-0.4567,0.7743,27989972820.0,6.13,37.5455,2.92,0.324,17.04,4.9,0.0788,1
778,0.0763,M2324 ¥b¾ÉÅé,-0.2968,-0.5599,0.6569,19804506201.0,4.56,92.9187,-0.95,0.3733,8.64,0.0678,-0.0156,1
779,0.2059,M2324 ¥b¾ÉÅé,0.4682,13.765,0.6417,4099320200.0,1.07,8.3336,0.6,0.1423,38.85,2.2455,-0.1113,2
780,0.0311,M2331 ¨ä¥L¹q¤l·~,-0.0123,-0.363,0.2313,2260311888.0,1.41,8.7572,0.13,0.2417,20.25,1.043,-0.1226,1
781,0.071,M2325 ¹q¸£¤Î¶gÃä,0.0409,-0.7023,0.5338,25714714195.0,2.52,14.2661,3.21,0.3258,17.35,0.3898,0.3084,3
782,-0.0189,M3500 ºñ¯àÀô«O,0.2585,1.0754,0.3272,11204978321.0,2.67,23.9715,2.83,0.1692,19.1,0.5223,-0.0825,1
783,0.0116,M2100 ¾ó½¦¤u·~,0.0239,-0.193,-0.0613,5457350847.0,0.86,25.7568,-0.4,0.0531,5.17,-0.0928,-0.025,1
784,-0.2241,M9900 ¨ä¥L,0.5455,-0.0391,0.7337,16235391146.0,3.95,20.4833,3.62,0.1578,39.67,2.8229,0.1093,1
785,0.0045,M9900 ¨ä¥L,-0.0826,-0.207,0.3323,71150272080.0,1.93,9.1409,0.29,0.0168,87.83,-0.0659,0.194,1
786,0.0748,M2200 ¨T¨®¤u·~,0.4603,-0.32,0.5074,35621291924.0,2.04,7.4296,2.98,0.1388,43.45,0.9759,-0.0247,3
787,0.0276,M1500 ¹q¾÷¾÷±ñ,0.119,-0.0227,0.1916,2799179101.0,1.82,16.1369,1.08,0.0503,27.26,0.3536,-0.053,3
788,0.0346,M9900 ¨ä¥L,-0.1157,0.4361,0.2422,4734218882.0,4.67,10.1796,2.76,0.3652,43.45,1.8727,0.702,1
789,-0.0041,M9900 ¨ä¥L,0.0513,-0.3677,0.1264,9250595399.0,4.04,17.2373,1.34,0.029,64.14,0.5815,0.0205,1
790,-0.0764,M1722 ¥Í§ÞÂåÀø,-0.129,-0.1707,0.4736,4733434427.0,5.8,3361.8142,-5.24,0.3763,3.97,0.2405,0.407,0
791,0.1578,M2331 ¨ä¥L¹q¤l·~,0.0023,-0.0691,0.5553,1521331641.0,1.33,5.3778,0.22,0.2351,51.85,-0.3473,0.1575,1
792,-0.086,M2326 ¥ú¹q·~,0.3485,-0.0007,0.0831,6589089525.0,3.16,29.2977,-1.23,0.1772,42.61,0.4142,-0.0629,1
793,0.0664,M2325 ¹q¸£¤Î¶gÃä,0.1066,-0.2692,1.313,474555220000.0,8.18,6.8156,4.96,0.2557,56.48,0.4272,0.1209,3
794,-0.0719,M3700 ¹B°Ê¥ð¶¢,0.4099,1.9037,0.1175,41633320561.0,2.53,6.5383,4.87,0.313,33.03,0.3086,-0.0385,1
795,0.1713,M2327 ³q«Hºô¸ô·~,-0.1509,-0.4482,0.1619,1572287895.0,1.58,6.9737,-2.54,0.3027,27.37,0.3494,-0.336,1
796,0.1726,M3600 ¼Æ¦ì¶³ºÝ,-0.2899,-0.2296,0.9261,6113451600.0,2.56,2.2544,0.29,0.2606,49.06,0.3024,0.0889,1
797,0.131,M2331 ¨ä¥L¹q¤l·~,0.077,-0.3853,0.6398,31391785515.0,7.41,11.3974,3.02,0.2908,60.81,-0.0724,-0.0414,1
798,0.314,M2324 ¥b¾ÉÅé,-0.3886,-0.6025,0.6076,5055014900.0,3.61,23.4975,-1.18,0.4095,8.34,0.3797,0.0041,1
799,0.0955,M2331 ¨ä¥L¹q¤l·~,-0.0816,-0.7399,0.5008,2167625435.0,1.92,9.987,-0.36,0.1611,34.97,0.5912,-0.0145,1
800,0.7648,M2326 ¥ú¹q·~,-0.1812,-0.3282,0.488,4056381360.0,1.07,22.5716,-1.08,0.253,40.8,-0.2482,-0.0981,1
801,0.1626,M2328 ¹q¤l¹s²Õ¥ó,-0.0414,-0.6248,0.9047,10445602851.0,3.51,18.7834,2.34,0.4386,23.66,0.0543,0.1749,0
802,0.1093,M2324 ¥b¾ÉÅé,-0.0292,-0.3482,0.8074,27813420136.0,2.97,32.8659,1.29,0.1642,8.68,6.2297,-0.0689,1
803,-0.0792,M2326 ¥ú¹q·~,0.0227,-0.3269,1.1722,5345452440.0,3.64,37.4321,0.18,0.4602,23.86,-0.8685,0.0611,1
804,0.0035,M2331 ¨ä¥L¹q¤l·~,0.126,1.0217,0.7981,8378505000.0,2.92,7.3244,-0.05,0.0245,69.27,-0.7235,0.1132,1
805,-0.0435,M2600 ¯è¹B·~,0.5361,0.5624,1.0524,13413944040.0,3.87,11.7745,2.95,0.1764,62.66,0.6433,0.2663,3
806,0.0352,M3800 ©~®a¥Í¬¡,0.1316,0.1959,0.637,3868095000.0,1.98,3.4098,1.29,0.2588,56.49,0.5884,0.0866,1
807,0.0455,M2324 ¥b¾ÉÅé,-0.2186,-0.688,0.8261,13622895000.0,5.36,34.7824,1.4,0.3938,22.65,2.3893,0.0022,1
808,0.1271,M2600 ¯è¹B·~,0.3055,0.6005,0.4135,20127414000.0,2.95,4.7398,4.95,0.3631,73.15,1.0093,0.2717,3
809,0.0723,M2324 ¥b¾ÉÅé,-0.0818,0.6295,0.8423,103363045297.0,1.14,9.5529,-0.11,0.1235,48.54,-3.3516,0.079,0
810,0.0,M2329 ¹q¤l³q¸ô·~,0.0903,-0.7602,0.4612,4841817080.0,2.38,0.8786,1.41,0.0686,69.31,0.0086,0.2159,3
811,0.1356,M1722 ¥Í§ÞÂåÀø,-0.0589,0.0856,0.0372,14451910200.0,4.83,17.7402,3.61,0.1029,39.52,3.3626,-0.004,0
812,0.2793,M2324 ¥b¾ÉÅé,-0.1283,-0.6159,0.8545,83915012848.0,5.69,39.7822,0.8,0.5028,31.68,1.3578,-0.0916,0
813,0.0,M1900 ³y¯È¤u·~,0.2485,0.4507,0.1047,13268939583.0,2.18,5.0986,2.78,0.2419,34.67,1.1255,0.1726,1
814,0.0087,M2327 ³q«Hºô¸ô·~,-0.0907,-0.3548,0.5162,3668317515.0,2.54,12.0417,1.22,0.173,21.99,-0.3974,-0.0571,1
815,0.0185,M1722 ¥Í§ÞÂåÀø,-0.206,-0.3578,0.5422,2723774155.0,3.78,28.0504,-0.63,0.2821,43.53,-1.7853,0.6319,0
816,0.1146,M2324 ¥b¾ÉÅé,-0.1932,-0.8449,0.8038,5931640965.0,5.46,26.6928,2.45,0.1528,19.87,0.0187,0.0625,1
817,0.1837,M2328 ¹q¤l¹s²Õ¥ó,-0.1099,0.5735,1.2489,45182851401.0,12.08,26.411,2.43,0.6409,53.55,1.9398,0.7545,0
818,0.1,M3500 ºñ¯àÀô«O,0.1528,-0.6151,0.6565,31724853003.0,2.68,13.608,0.36,0.1261,59.72,0.7971,0.6861,1
819,0.122,M2331 ¨ä¥L¹q¤l·~,-0.1241,-0.2258,0.5602,6341458592.0,2.6,14.5831,-0.12,0.1532,44.86,-1.2665,0.2342,1
820,0.446,M2328 ¹q¤l¹s²Õ¥ó,0.0598,6.4742,0.3221,2428531201.0,1.53,9.4762,0.29,0.1535,30.87,1.1273,-0.0354,0
821,-0.0416,M2328 ¹q¤l¹s²Õ¥ó,0.1921,0.179,0.8929,3475104349.0,2.13,6.0388,2.22,0.4072,48.04,0.676,0.0974,0
822,0.0278,M1722 ¥Í§ÞÂåÀø,-0.0941,-0.2593,0.6958,2953647885.0,2.45,6.4445,0.94,0.2662,41.26,-0.313,-0.0803,0
823,-0.021,M3500 ºñ¯àÀô«O,0.2723,0.3706,-0.1824,19289782860.0,3.93,19.2518,0.01,0.1481,56.41,-1.0249,0.3063,1
824,0.0206,M3500 ºñ¯àÀô«O,0.1252,0.0324,0.0614,20292562951.0,2.98,22.9663,0.57,0.3445,55.3,-0.3634,0.6049,1
825,0.005,M9900 ¨ä¥L,-0.1115,-0.3739,0.5445,33603510000.0,2.95,-43.4322,-6.38,0.0054,1.43,-28.854,0.0968,1
826,0.166,M3600 ¼Æ¦ì¶³ºÝ,-0.3444,-0.3847,0.6596,4221305586.0,5.91,54.6865,2.08,0.226,14.85,0.0746,0.5602,1
827,0.0728,M2326 ¥ú¹q·~,-0.0848,-0.5531,0.6842,1673628750.0,1.54,3.5752,0.26,0.3264,51.2,-0.8792,0.0891,1
828,-0.0026,M2324 ¥b¾ÉÅé,-0.0462,1.0218,0.9543,13163456308.0,4.52,25.8229,2.11,0.1997,22.43,1.1752,0.4059,0
829,0.0774,M2327 ³q«Hºô¸ô·~,-0.0882,-0.6397,0.6083,3600505035.0,1.38,4.7757,0.92,0.0634,52.34,2.2467,0.1388,1
830,0.054,M2324 ¥b¾ÉÅé,-0.0379,-0.6127,0.4663,30636945707.0,3.46,7.3838,3.13,0.3542,34.8,0.46,0.0293,1
831,0.0542,M2331 ¨ä¥L¹q¤l·~,0.0616,0.2617,0.4726,4175755008.0,0.93,5.6706,0.24,0.3141,28.02,0.3156,-0.0328,1
832,0.513,M2324 ¥b¾ÉÅé,0.0254,0.1453,0.8639,8808880531.0,2.21,11.9776,0.83,0.172,55.57,0.0229,0.0392,0
