Yt.3M,Yt.2M,Yt.1M,Code,Industry,MR,MR.PR,MR.Decile,TVC,TVC.PR,TVC.Decile,TRC,TRC.PR,TRC.Decile,BAB,BAB.PR,BAB.Decile,EV,EV.PR,EV.Decile,P/B,P/B.PR,P/B.Decile,PSR,PSR.PR,PSR.Decile,ROE,ROE.PR,ROE.Decile,ROA,ROA.PR,ROA.Decile,C/A,C/A.PR,C/A.Decile,D/A,D/A.PR,D/A.Decile,PG,PG.PR,PG.Decile,AG,AG.PR,AG.Decile
-0.0249,0.0641,0.0067,2891 中信金,M2800 金融業,0.2993,0.8686,2,0.3986,0.6802,4,0.2691,0.6594,4,0.8967,0.1183,9,"710,172,909,679",0.011,10,1.38,0.644,4,14.6388,0.2771,8,4.42,0.8302,2,0.25,0.2563,8,0.0128,0.0361,10,94.11,0.011,10,0.6143,0.6112,4,0.0653,0.6364,4
0.0143,0.0432,0.0054,2892 第一金,M2800 金融業,0.0318,0.425,6,-0.0228,0.5082,5,-0.0261,0.5225,5,0.3344,0.6407,4,"364,579,152,479",0.0274,10,1.45,0.6123,4,19.4746,0.1906,9,2.76,0.6561,4,0.16,0.2191,8,0.0134,0.0394,10,94.3,0.0088,10,0.058,0.3866,7,0.0681,0.6528,4
-0.0062,0.0282,-0.0188,2897 王道銀行,M2800 金融業,0.0996,0.5936,5,0.2549,0.6265,4,0.2434,0.6506,4,0.3062,0.6802,4,"31,057,712,830",0.241,8,0.66,0.9726,1,10.4207,0.3932,7,2.14,0.5575,5,0.2,0.2322,8,0.0117,0.0318,10,90.67,0.0285,10,0.2912,0.4951,6,0.0718,0.6681,4
-0.0297,-0.0087,-0.0559,2901 欣欣,M2900 貿易百貨,0.0484,0.4688,6,0.8081,0.7733,3,0.7504,0.7875,3,0.475,0.471,6,"2,028,850,701",0.9189,1,2.17,0.3669,7,59.1054,0.0515,10,1,0.3625,7,0.87,0.4633,6,0.448,0.9671,1,12.57,0.9485,1,0.6433,0.621,4,0.0263,0.4611,6
-0.1709,-0.0746,-0.0972,2903 遠百,M2900 貿易百貨,0.4431,0.9343,1,0.2593,0.6276,4,0.0174,0.5455,5,0.3531,0.6199,4,"47,851,358,937",0.172,9,1.3,0.6791,4,5.4247,0.6714,4,1.88,0.506,5,0.74,0.4195,6,0.1143,0.3899,7,72.99,0.0953,10,-0.2655,0.218,8,0.1773,0.8806,2
0.0297,0.0519,0.0349,2904 匯僑,M9900 其他,-0.0107,0.2837,8,-0.2599,0.3604,7,-0.2559,0.3658,7,0.0415,0.9409,1,"1,394,582,868",0.9628,1,1.18,0.7448,3,12.193,0.3352,7,2.13,0.5564,5,1.46,0.6353,4,0.0597,0.2158,8,37.62,0.6254,4,-0.0159,0.3264,7,-0.0783,0.1008,10
0.2866,0.1341,-0.003,2905 三商,M2900 貿易百貨,0.2851,0.8521,2,2.6104,0.8938,2,2.1517,0.8992,2,0.3716,0.5915,5,"17,782,576,927",0.3505,7,0.75,0.9507,1,0.2741,0.9989,1,6.66,0.9474,1,0.22,0.2453,8,0.0235,0.0745,10,96.66,0.0033,10,2.9241,0.8861,2,0.0647,0.632,4
-0.0627,0.0232,-0.0278,2906 高林,M2900 貿易百貨,0.0925,0.5772,5,0.2997,0.6386,4,0.2565,0.6561,4,0.1846,0.8204,2,"4,444,858,000",0.7492,3,1.23,0.7174,3,2.1784,0.9321,1,1.2,0.4009,7,0.81,0.4425,6,0.0666,0.2388,8,44.8,0.4885,6,2.1352,0.851,2,0.0971,0.7459,3
-0.0064,0.0083,0.0205,2908 特力,M2900 貿易百貨,0.0072,0.3363,7,-0.0007,0.5225,5,-0.0085,0.5334,5,0.055,0.9332,1,"10,367,594,706",0.4951,6,1.61,0.5531,5,1.1192,0.9759,1,1.91,0.5126,5,0.67,0.3965,7,0.0543,0.1917,9,81.43,0.0482,10,-0.1928,0.2366,8,-0.026,0.241,8
0.002,-0.0017,-0.0201,2910 統領,M2900 貿易百貨,-0.0162,0.2683,8,0.6113,0.7251,3,0.634,0.7623,3,0.0077,0.9529,1,"4,735,091,687",0.7338,3,1.82,0.4754,6,36.2503,0.08,10,1.92,0.5137,5,1.04,0.5104,5,0.0305,0.1095,9,53.44,0.3286,7,-0.1106,0.2716,8,-0.0003,0.345,7
0.0511,0.127,0.0161,2911 麗嬰房,M2900 貿易百貨,-0.2074,0.0208,10,-0.5283,0.1742,9,-0.4578,0.1982,9,0.2207,0.782,3,"951,737,207",0.9901,1,1.25,0.7076,3,1.2814,0.9715,1,-7.63,0.0153,10,-1.28,0.0537,10,0.0834,0.2968,8,77.75,0.0624,10,0.3432,0.5126,5,-0.1142,0.0526,10
0.041,0.0254,-0.0127,2912 統一超,M2900 貿易百貨,0.0339,0.4304,6,0.0867,0.5652,5,0.0648,0.5696,5,0.2039,0.805,2,"276,120,967,910",0.0383,10,6.59,0.0318,10,3.4059,0.8335,2,6.85,0.9518,1,1.44,0.6276,4,0.2006,0.6616,4,79.93,0.0548,10,0.0439,0.3779,7,0.1443,0.8412,2
-0.0165,0.0686,0.0355,2913 農林,M2900 貿易百貨,0.0499,0.4732,6,2.0349,0.8686,2,1.8108,0.8773,2,0.3775,0.5849,5,"16,629,500,000",0.3658,7,1.28,0.6857,4,178.0213,0.0186,10,-0.35,0.1654,9,-0.09,0.1588,9,0.0031,0.0044,10,41.12,0.5597,5,0.3026,0.4984,6,-0.0077,0.3067,7
0.1032,0.069,-0.0758,2915 潤泰全,M2900 貿易百貨,0.2159,0.7985,3,1.601,0.8456,2,1.3752,0.8521,2,0.2771,0.7141,3,"78,328,888,770",0.1238,9,0.64,0.9759,1,111.5112,0.0252,10,4.4,0.8291,2,3.9,0.9584,1,0.0318,0.115,9,8.67,0.9748,1,30.38,0.9934,1,0.0474,0.5531,5
-0.0228,-0.0352,-0.0253,2945 三商家購,M2900 貿易百貨,0.0572,0.4973,6,-0.361,0.2859,8,-0.3716,0.2618,8,0.1507,0.8631,2,"2,973,973,900",0.8434,2,1.65,0.5378,5,0.8832,0.9847,1,1.45,0.4304,6,0.56,0.3691,7,0.1518,0.5181,5,67.39,0.1347,9,1.8386,0.8237,2,0.094,0.736,3
-0.0717,0.101,0.0033,3002 歐格,M2325 電腦及週邊,0.0236,0.3932,7,-0.7304,0.0537,10,-0.7053,0.0537,10,0.5276,0.4129,6,"1,517,097,000",0.9529,1,1.21,0.7284,3,9.5364,0.4294,6,-0.06,0.1906,9,-0.04,0.1643,9,0.1975,0.6539,4,24.45,0.8226,2,0.9565,0.6933,4,0.0571,0.5958,5
0.0565,-0.0013,-0.0126,3003 健和興,M2328 電子零組件,0.1869,0.7667,3,1.8599,0.8576,2,1.7161,0.8719,2,0.3239,0.655,4,"12,296,736,310",0.4436,6,1.77,0.4885,6,11.9792,0.3428,7,2.35,0.6013,5,1.81,0.724,3,0.3674,0.9277,1,26.38,0.7974,3,0.0983,0.4173,6,0.0454,0.5433,5
-0.1716,-0.1509,-0.1164,3004 豐達科,M2000 鋼鐵工業,0.274,0.8445,2,0.0051,0.5246,5,-0.0743,0.4951,6,0.8373,0.1522,9,"6,387,675,048",0.6375,4,2.61,0.2607,8,7.6494,0.5181,5,4.44,0.8324,2,2.09,0.7645,3,0.0491,0.1742,9,57.73,0.2453,8,0.5554,0.5871,5,0.2101,0.9047,1
0.0372,0.0372,0.0605,3005 神基,M2325 電腦及週邊,0.0646,0.5126,5,-0.7745,0.0285,10,-0.7339,0.0416,10,0.1518,0.8587,2,"66,001,660,350",0.138,9,3.83,0.1303,9,7.5817,0.5246,5,5.08,0.8839,2,2.81,0.8719,2,0.3149,0.8828,2,47.66,0.4315,6,0.4402,0.5455,5,0.1563,0.8532,2
-0.0912,0.0871,0.0999,3006 晶豪科,M2324 半導體,-0.0408,0.2026,9,-0.3839,0.2727,8,-0.346,0.2892,8,0.8963,0.1194,9,"25,406,314,055",0.2826,8,2.53,0.276,8,7.6113,0.5214,5,-0.6,0.1424,9,-0.24,0.1347,9,0.2387,0.7514,3,45.21,0.4797,6,0.843,0.6725,4,-0.0953,0.0712,10
0.2052,0.3654,0.1028,3008 大立光,M2326 光電業,-0.0451,0.195,9,-0.1939,0.4053,6,-0.1091,0.4578,6,0.5289,0.4085,6,"290,617,402,604",0.0361,10,1.94,0.4337,6,25.7048,0.1325,9,3.67,0.7733,3,3.05,0.8992,2,0.5573,0.9901,1,18.38,0.9047,1,0.8581,0.6736,4,0.0855,0.7163,3
0.0021,0.2063,0.0675,3010 華立,M2329 電子通路業,0.1962,0.7777,3,0.8408,0.7777,3,0.5349,0.7284,3,0.8937,0.1216,9,"31,333,766,954",0.2377,8,1.42,0.6309,4,1.8164,0.9463,1,2.36,0.6024,5,1.17,0.5433,5,0.1061,0.3702,7,56.03,0.2793,8,0.4979,0.5652,5,0.0925,0.7295,3
-0.0526,-0.0724,0,3011 今皓,M2328 電子零組件,-0.1264,0.0712,10,-0.3465,0.2968,8,-0.2988,0.3275,7,-0.1135,0.9792,1,"3,426,665,230",0.8149,2,2.54,0.2727,8,12.9829,0.3165,7,-3.04,0.0504,10,-1.6,0.0427,10,0.1394,0.4666,6,41.53,0.5542,5,-0.0456,0.3056,7,0.0774,0.6824,4
0.4397,0.3847,0.1917,3013 晟銘電,M2325 電腦及週邊,0.661,0.9726,1,1.1403,0.816,2,0.65,0.7667,3,1.1957,0.0449,10,"16,028,961,087",0.3801,7,3.53,0.1544,9,10.9849,0.3713,7,2.27,0.5783,5,1.22,0.5619,5,0.1179,0.4042,6,45.56,0.4732,6,2.037,0.8434,2,-0.0059,0.3133,7
-0.1018,0.0287,0.0475,3014 聯陽,M2324 半導體,0.0372,0.437,6,-0.5994,0.1271,9,-0.5841,0.1238,9,0.6469,0.287,8,"26,553,881,157",0.2694,8,4.16,0.1128,9,17.558,0.2169,8,5.97,0.9244,1,4.72,0.9825,1,0.4491,0.9682,1,20.24,0.8872,2,0.1547,0.4414,6,0.1554,0.8521,2
-0.1107,0.0679,0.1056,3015 全漢,M2328 電子零組件,0.1394,0.6977,4,3.9679,0.9343,1,3.4958,0.9463,1,0.1316,0.885,2,"10,784,172,260",0.4819,6,0.78,0.9365,1,3.9871,0.782,3,0.84,0.3373,7,0.62,0.3823,7,0.2022,0.6659,4,27.77,0.7755,3,0.3653,0.5203,5,-0.0411,0.1928,9
-0.0555,0.1732,0.1151,3016 嘉晶,M2324 半導體,0.0945,0.5794,5,-0.2467,0.3691,7,-0.2752,0.3516,7,0.8241,0.1599,9,"17,241,181,602",0.3582,7,3.59,0.1468,9,16.7381,0.2311,8,0.84,0.3384,7,0.69,0.4042,6,0.3639,0.9244,1,31.23,0.736,3,0.2302,0.4743,6,-0.0648,0.1303,9
-0.0838,0.0701,0.1265,3017 奇鋐,M2325 電腦及週邊,0.206,0.7875,3,0.0284,0.5389,5,-0.0635,0.4995,6,1.4497,0.0164,10,"247,052,956,129",0.0482,10,9.74,0.011,10,16.1381,0.2388,8,6.85,0.9529,1,2.5,0.8258,2,0.3856,0.9365,1,66.27,0.1457,9,0.5538,0.586,5,0.2376,0.92,1
0.8617,0.766,0.0816,3018 隆銘綠能,M2331 其他電子業,-0.0757,0.1413,9,0.8434,0.7788,3,0.9769,0.8171,2,-0.0544,0.9704,1,"1,026,683,602",0.9847,1,10.18,0.0099,10,10.5176,0.3855,7,-70.35,0.0033,10,-6.32,0.0055,10,0.0299,0.1062,9,94.13,0.0099,10,-9.161,0.0131,10,0.1634,0.8609,2
0.8526,0.5058,0.0988,3019 亞光,M2326 光電業,-0.0271,0.2421,8,-0.2409,0.3757,7,-0.2232,0.3866,7,0.5147,0.4304,6,"17,553,969,727",0.3538,7,1.4,0.6396,4,4.0932,0.77,3,1.3,0.414,6,0.9,0.4743,6,0.4905,0.9825,1,31.98,0.7229,3,4.4618,0.931,1,0.0837,0.7087,3
0.0244,0.293,0.0193,3021 鴻名,M2328 電子零組件,0.0946,0.5805,5,-0.7592,0.0394,10,-0.7398,0.0372,10,0.5243,0.4184,6,"2,194,720,731",0.9058,1,1.33,0.6681,4,2.8811,0.8784,2,2.01,0.5367,5,1.15,0.5411,5,0.2858,0.8499,2,45.97,0.4556,6,0.0613,0.3899,7,0.0001,0.3472,7
-0.0322,0.1243,-0.0284,3022 威強電,M2325 電腦及週邊,0.0396,0.4469,6,-0.2705,0.3494,7,-0.2504,0.3691,7,0.4921,0.4567,6,"14,311,520,221",0.4074,6,1.37,0.6495,4,8.3973,0.4808,6,4.54,0.8445,2,3.26,0.9222,1,0.13,0.4294,6,27.69,0.7788,3,0.2449,0.4786,6,0.0928,0.7317,3
0.0432,0.1123,0.0069,3023 信邦,M2328 電子零組件,0.115,0.6309,4,-0.1245,0.4436,6,-0.1729,0.4228,6,0.2484,0.7459,3,"66,477,174,570",0.1358,9,4.45,0.103,10,8.2886,0.483,6,6.28,0.9343,1,3.12,0.9091,1,0.1931,0.6484,4,47.56,0.4337,6,0.0202,0.3571,7,-0.13,0.0449,10
0.0533,0.0899,0.034,3024 憶聲,M2326 光電業,0.1003,0.598,5,2.4275,0.8872,2,2.1616,0.9003,2,0.4091,0.5498,5,"5,601,020,405",0.6824,4,1.65,0.5356,5,16.0841,0.2432,8,0.79,0.3297,7,0.47,0.3417,7,0.1514,0.5148,5,46.46,0.448,6,-0.138,0.2618,8,0.1017,0.7656,3
-0.0448,0.0568,0.0045,3025 星通,M2327 通信網路業,0.1655,0.736,3,-0.7559,0.0427,10,-0.7433,0.035,10,0.5644,0.3604,7,"3,614,111,228",0.8018,3,4.62,0.0942,10,31.7554,0.0942,10,4.14,0.805,2,2.94,0.8883,2,0.3441,0.9091,1,25.23,0.816,2,-0.1735,0.2475,8,0.0428,0.5334,5
-0.0449,-0.0019,0.0102,3026 禾伸堂,M2328 電子零組件,0.0284,0.4129,6,0.1096,0.5761,5,0.0972,0.5893,5,0.2705,0.7218,3,"15,394,671,277",0.3888,7,1.74,0.5016,6,5.2377,0.6911,4,2.11,0.5542,5,1.46,0.6407,4,0.2207,0.713,3,35.67,0.6605,4,-0.4156,0.1687,9,-0.0767,0.1062,9
-0.1884,-0.0791,-0.0709,3027 盛達,M2327 通信網路業,0.0338,0.4294,6,0.9297,0.7919,3,0.8648,0.8039,2,0.0779,0.9222,1,"4,917,693,025",0.7185,3,2.32,0.3198,7,9.2973,0.4414,6,2.3,0.5882,5,1.53,0.6627,4,0.2378,0.7481,3,35.95,0.6561,4,2.9436,0.8872,2,-0.0302,0.2322,8
-0.042,0.0014,0,3028 增你強,M2329 電子通路業,0.0378,0.4392,6,-0.2469,0.368,7,-0.2495,0.3713,7,0.3191,0.6637,4,"7,982,359,524",0.5685,5,1.48,0.598,5,0.9324,0.9836,1,1.41,0.4261,6,0.76,0.4261,6,0.069,0.2486,8,73.15,0.092,10,-0.2962,0.2059,8,-0.0017,0.3384,7
0.2624,0.4603,0.144,3029 零壹,M2330 資訊服務業,0.0595,0.5016,6,-0.5333,0.1687,9,-0.5278,0.1599,9,0.6578,0.2782,8,"11,825,104,645",0.4513,6,2.94,0.2158,8,2.9524,0.8697,2,4.75,0.862,2,2.55,0.8324,2,0.0846,0.3001,8,46.69,0.4469,6,0.118,0.4294,6,0.2286,0.9124,1
0.1089,0.1522,0.2786,3030 德律,M2331 其他電子業,0.9744,0.9923,1,4.9326,0.9518,1,3.2398,0.9387,1,0.5453,0.3834,7,"32,235,405,413",0.2311,8,2.7,0.2464,8,21.3387,0.1687,9,6.13,0.931,1,4.86,0.9847,1,0.1086,0.3779,7,22.25,0.8598,2,0.6799,0.632,4,0.0695,0.6627,4
-0.0621,0.092,0.0047,3031 佰鴻,M2326 光電業,0.1,0.5969,5,0.1068,0.5728,5,0.0818,0.5805,5,0.4275,0.5323,5,"3,495,656,748",0.8105,2,1.22,0.7207,3,13.0256,0.3154,7,1.03,0.3702,7,0.87,0.46,6,0.1581,0.5433,5,18.46,0.9036,1,-0.1791,0.2453,8,0.0086,0.3921,7
