Yt.3M,Yt.2M,Yt.1M,Code,Industry,MR,MR.PR,MR.Decile,TVC,TVC.PR,TVC.Decile,TRC,TRC.PR,TRC.Decile,BAB,BAB.PR,BAB.Decile,EV,EV.PR,EV.Decile,P/B,P/B.PR,P/B.Decile,PSR,PSR.PR,PSR.Decile,ROE,ROE.PR,ROE.Decile,ROA,ROA.PR,ROA.Decile,C/A,C/A.PR,C/A.Decile,D/A,D/A.PR,D/A.Decile,PG,PG.PR,PG.Decile,AG,AG.PR,AG.Decile
-0.106,0.0125,-0.0146,6168 宏齊,M2326 光電業,-0.0664,0.1577,9,-0.7834,0.023,10,-0.7504,0.0285,10,0.7017,0.2453,8,"4,813,131,128",0.7306,3,1.63,0.5433,5,10.4866,0.3888,7,0.15,0.2267,8,0.13,0.2048,8,0.2057,0.6736,4,19.58,0.8938,2,-0.3785,0.1796,9,-0.0394,0.1982,9
-0.0081,0,0.1145,6176 瑞儀,M2326 光電業,0.4,0.9244,1,-0.3059,0.3308,7,-0.3654,0.2716,8,0.3278,0.6517,4,"86,742,186,406",0.115,9,2.13,0.3801,7,8.0115,0.4995,6,5.46,0.9036,1,3.31,0.9277,1,0.6451,0.9967,1,38.91,0.6046,4,1.6424,0.805,2,-0.026,0.2399,8
0.2541,0.1667,0.0561,6177 達麗,M2500 建材營造,0.6622,0.9737,1,13.1044,0.989,1,7.8874,0.9836,1,-0.0275,0.9671,1,"22,723,532,639",0.2968,8,1.87,0.4567,6,44.9859,0.0624,10,0.23,0.2333,8,0.1,0.1961,9,0.0508,0.1818,9,74.17,0.0854,10,-0.8935,0.0997,10,-0.0215,0.2607,8
-0.0106,-0.0027,-0.0213,6183 關貿,M2330 資訊服務業,0.0886,0.5685,5,-0.1119,0.4545,6,-0.1432,0.4359,6,0.1378,0.8784,2,"10,660,185,000",0.4863,6,4.12,0.115,9,18.563,0.2026,9,4.11,0.8007,3,2.79,0.8686,2,0.2404,0.759,3,34.57,0.6933,4,-0.0021,0.3363,7,0.2446,0.9244,1
0.0017,0.0151,0,6184 大豐電,M9900 其他,0.0658,0.5137,5,-0.2291,0.3866,7,-0.2513,0.3669,7,0.0787,0.9211,1,"8,248,387,311",0.5553,5,2.03,0.414,6,15.8487,0.2541,8,2.87,0.6703,4,1.71,0.701,4,0.3532,0.9168,1,49.25,0.3965,7,-0.0027,0.3352,7,0.065,0.6342,4
0.0312,0.0568,-0.0044,6189 豐藝,M2329 電子通路業,0.3129,0.8762,2,0.0106,0.529,5,-0.0993,0.4677,6,0.8037,0.172,9,"19,051,414,752",0.3308,7,3.13,0.1895,9,1.6773,0.9573,1,8.33,0.9781,1,3.23,0.9157,1,0.14,0.4699,6,64.26,0.1588,9,1.8829,0.828,2,0.2243,0.9091,1
-0.1137,-0.057,-0.0474,6191 精成科,M2328 電子零組件,0.0535,0.483,6,-0.4272,0.2234,8,-0.4314,0.2136,8,0.3747,0.5882,5,"32,994,129,310",0.2256,8,1.57,0.5641,5,6.4381,0.598,5,2.71,0.6484,4,1.62,0.6857,4,0.2603,0.7952,3,42.63,0.5246,5,-0.018,0.3253,7,0.1312,0.8171,2
0.027,0.0676,0.1306,6192 巨路,M2331 其他電子業,0.2581,0.8324,2,2.1926,0.874,2,1.8189,0.8784,2,0.2127,0.793,3,"10,529,056,815",0.4885,6,1.53,0.5805,5,5.9001,0.632,4,3.95,0.7897,3,2.27,0.7941,3,0.1454,0.4885,6,44.53,0.4918,6,0.4652,0.5531,5,0.1165,0.7963,3
-0.0267,0.0836,0.0547,6196 帆宣,M2331 其他電子業,-0.0222,0.2541,8,-0.1131,0.4535,6,-0.1497,0.4326,6,1.2974,0.0307,10,"30,005,592,216",0.253,8,2.81,0.2322,8,2.053,0.9365,1,4.12,0.8018,3,1.26,0.5772,5,0.1562,0.5301,5,73.69,0.0865,10,0.071,0.3943,7,0.2156,0.9058,1
0.1461,0.1361,0.2704,6197 佳必琪,M2328 電子零組件,0.72,0.9792,1,0.3741,0.6714,4,-0.0121,0.529,5,1.6032,0.0099,10,"17,963,448,089",0.3472,7,5.3,0.0646,10,12.2205,0.333,7,7.49,0.9682,1,4.67,0.9781,1,0.184,0.6221,4,42.21,0.54,5,1.3145,0.7601,3,0.2651,0.9332,1
0.0132,0.0401,0.016,6201 亞弘電,M2331 其他電子業,-0.0079,0.2924,8,-0.3896,0.2694,8,-0.3687,0.2662,8,0.1565,0.8532,2,"5,229,528,400",0.6977,4,2.26,0.3395,7,8.6287,0.471,6,2.32,0.5936,5,1.65,0.6889,4,0.2668,0.8182,2,32.81,0.7087,3,-0.0414,0.3089,7,0.0989,0.7558,3
-0.155,0.0695,0.0237,6202 盛群,M2324 半導體,-0.0314,0.2256,8,0.591,0.7196,3,0.5579,0.736,3,0.6599,0.2749,8,"13,131,732,795",0.425,6,3.22,0.1807,9,29.6074,0.1073,9,-1.17,0.1095,9,-0.69,0.0865,10,0.1307,0.4326,6,34.61,0.69,4,-2.2325,0.0405,10,-0.1079,0.0591,10
-0.0448,0.022,-0.0223,6205 詮欣,M2328 電子零組件,-0.0654,0.161,9,-0.779,0.0252,10,-0.7498,0.0296,10,0.7833,0.184,9,"6,107,463,447",0.6528,4,2.57,0.2673,8,18.5275,0.2037,9,2.01,0.5389,5,1.43,0.6254,4,0.2331,0.7437,3,35.31,0.6692,4,-0.4604,0.1588,9,0.1586,0.8554,2
0.0055,0.0333,0.0432,6206 飛捷,M2325 電腦及週邊,0.295,0.8653,2,0.0201,0.5312,5,-0.0816,0.4874,6,0.4374,0.517,5,"12,294,318,325",0.4447,6,2.27,0.3373,7,12.1323,0.3373,7,4.5,0.8412,2,3.73,0.9529,1,0.4328,0.9606,1,18.05,0.908,1,3.2765,0.9047,1,0.0083,0.3899,7
-0.0118,0.1961,0.2686,6209 今國光,M2326 光電業,-0.0417,0.2004,9,-0.4266,0.2245,8,-0.4134,0.2267,8,0.1388,0.8762,2,"4,322,055,686",0.7525,3,1.47,0.6002,5,7.1846,0.552,5,-0.61,0.1413,9,-0.41,0.1117,9,0.1313,0.437,6,26.13,0.8028,2,0.5923,0.6013,5,-0.0715,0.1139,9
-0.2688,0.0514,0.0755,6213 聯茂,M2328 電子零組件,0.1484,0.7076,3,2.7592,0.9014,2,2.0286,0.8905,2,0.893,0.1227,9,"37,436,460,040",0.2015,9,1.79,0.483,6,6.0826,0.6156,4,0.78,0.3275,7,0.55,0.3647,7,0.1585,0.5476,5,41.84,0.5487,5,1.0763,0.7196,3,0.0186,0.4283,6
-0.0217,0.0786,0.0281,6214 精誠,M2330 資訊服務業,0.0826,0.5542,5,-0.0753,0.4786,6,-0.1247,0.4513,6,0.5849,0.3384,7,"32,559,018,375",0.2267,8,2.13,0.3834,7,3.196,0.8521,2,4.51,0.8434,2,2.32,0.8007,3,0.1707,0.5827,5,47.84,0.4272,6,0.4372,0.5422,5,0.0694,0.6605,4
0.3068,0.2117,0.1267,6215 和椿,M2331 其他電子業,0.775,0.9825,1,5.1324,0.9551,1,3.5745,0.9474,1,0.8423,0.1512,9,"4,116,162,793",0.7711,3,1.98,0.4239,6,14.1927,0.2881,8,1.98,0.5257,5,1.58,0.6791,4,0.2608,0.7985,3,24.18,0.8291,2,0.0727,0.3965,7,-0.0066,0.3111,7
0.1478,0.2082,0.2288,6216 居易,M2327 通信網路業,0.2324,0.8127,2,-0.1927,0.4064,6,-0.2571,0.3647,7,0.5735,0.3527,7,"3,539,156,512",0.8039,2,1.89,0.4513,6,12.6457,0.3253,7,3.93,0.7875,3,3.51,0.9354,1,0.131,0.4337,6,11.65,0.9584,1,7.686,0.9584,1,0.0664,0.6396,4
0.1538,0.0604,-0.0183,6224 聚鼎,M2328 電子零組件,0.0061,0.3341,7,-0.3361,0.3067,7,-0.2903,0.3363,7,0.5664,0.3582,7,"4,616,284,958",0.7404,3,1.9,0.4491,6,7.4119,0.5367,5,-0.02,0.195,9,0.09,0.195,9,0.2711,0.8258,2,37.9,0.621,4,4.0128,0.9222,1,-0.0245,0.2497,8
0.0414,-0.0237,-0.0118,6225 天瀚,M2326 光電業,-0.0062,0.2979,8,-0.4261,0.2267,8,-0.4404,0.207,8,-0.0774,0.9748,1,"442,020,000",0.9989,1,4.79,0.0876,10,32.1119,0.0931,10,1.31,0.4184,6,1.18,0.5465,5,0.3574,0.92,1,12.61,0.9474,1,2.4494,0.8729,2,0.1104,0.7853,3
-0.0365,0.1034,0.0591,6226 光鼎,M2326 光電業,-0.0648,0.1632,9,-0.6596,0.0887,10,-0.6141,0.1008,10,0.4548,0.4984,6,"1,177,859,869",0.9781,1,1.07,0.805,2,7.7922,0.5082,5,-0.72,0.1336,9,-0.24,0.1325,9,0.1476,0.5005,6,47.53,0.4348,6,0.7222,0.644,4,-0.0723,0.1106,9
-0.2496,-0.0308,0.0778,6230 尼得科超眾,M2325 電腦及週邊,1.1049,0.9967,1,2.9571,0.9091,1,1.6518,0.8664,2,-0.6724,0.9967,1,"25,871,892,006",0.2771,8,2.79,0.2355,8,14.6451,0.276,8,0.79,0.3308,7,0.54,0.3614,7,0.3052,0.8719,2,39.62,0.5871,5,-0.5333,0.149,9,-0.1315,0.0438,10
-0.1734,0.0224,-0.0114,6235 華孚,M2325 電腦及週邊,-0.1568,0.0537,10,-0.3218,0.3176,7,-0.1889,0.4074,6,1.0448,0.0811,10,"16,761,004,292",0.3625,7,4.96,0.08,10,10.7366,0.379,7,5.09,0.885,2,2.39,0.8105,2,0.1064,0.3713,7,56.46,0.2705,8,0.0124,0.3461,7,0.434,0.977,1
-0.1117,0.2036,0.1407,6239 力成,M2324 半導體,0.1026,0.6068,4,-0.4949,0.1917,9,-0.4923,0.1774,9,0.7151,0.2399,8,"120,986,413,695",0.092,10,2.68,0.253,8,6.6009,0.5838,5,3,0.6835,4,1.96,0.7492,3,0.1876,0.6342,4,34.72,0.6857,4,0.5403,0.5794,5,-0.0488,0.1676,9
-0.1493,0.0537,0.0618,6243 迅杰,M2324 半導體,-0.2424,0.0131,10,-0.7619,0.035,10,-0.711,0.0504,10,0.4885,0.4589,6,"2,628,834,027",0.8675,2,3.54,0.1512,9,14.6583,0.2749,8,2.95,0.678,4,2.21,0.7831,3,0.2966,0.8598,2,26.04,0.805,2,0.4835,0.5586,5,-0.0406,0.1939,9
-0.0503,0.0687,0.0396,6257 矽格,M2324 半導體,0.1349,0.6857,4,-0.3942,0.2607,8,-0.4174,0.2202,8,0.6293,0.2979,8,"36,212,707,799",0.207,8,1.91,0.4458,6,8.7009,0.4666,6,4.33,0.8204,2,2.42,0.8149,2,0.2647,0.8127,2,47.25,0.4392,6,2.2954,0.8642,2,0.014,0.4085,6
-0.166,-0.0263,-0.0834,6269 台郡,M2328 電子零組件,0.1667,0.7382,3,1.1023,0.8116,2,0.9443,0.8149,2,0.303,0.6835,4,"30,260,693,769",0.2497,8,1.21,0.7349,3,4.4577,0.7426,3,0.07,0.2136,8,0.07,0.1862,9,0.1741,0.5915,5,37.39,0.6298,4,-0.8236,0.1117,9,-0.0056,0.3143,7
-0.0976,0.0594,0.023,6271 同欣電,M2324 半導體,0.0383,0.4414,6,-0.0913,0.4721,6,-0.0851,0.4808,6,1.0557,0.0778,10,"30,659,404,510",0.2432,8,1.25,0.7021,4,10.3195,0.3965,7,1.49,0.4447,6,1.14,0.5389,5,0.1464,0.4951,6,28.47,0.7656,3,-0.0202,0.3242,7,-0.0332,0.2212,8
-0.0063,0.0012,0.0248,6277 宏正,M2325 電腦及週邊,0.0152,0.3658,7,-0.2097,0.3965,7,-0.2171,0.3899,7,0.1018,0.9025,1,"9,127,393,981",0.529,5,2.12,0.3866,7,7.7678,0.5093,5,2.38,0.6079,4,1.72,0.7043,3,0.147,0.4973,6,32.77,0.7108,3,-0.4194,0.1643,9,-0.0575,0.1435,9
0.0309,0.2064,-0.0084,6278 台表科,M2326 光電業,0.2553,0.8313,2,0.3284,0.6517,4,0.2196,0.6375,4,0.7723,0.1917,9,"33,326,716,320",0.2223,8,1.58,0.5608,5,3.0494,0.8609,2,3.43,0.7514,3,1.46,0.6396,4,0.1767,0.6013,5,59.88,0.2048,8,1.3931,0.7766,3,0.0677,0.6473,4
-0.0212,-0.0106,-0.0094,6281 全國電,M2329 電子通路業,0.0536,0.4863,6,-0.3601,0.287,8,-0.3545,0.2815,8,0.135,0.8828,2,"8,003,990,541",0.5663,5,3.27,0.1752,9,1.7948,0.9474,1,4.22,0.8105,2,1.25,0.5739,5,0.0762,0.2716,8,75.41,0.0767,10,-0.161,0.253,8,0.0318,0.4995,6
-0.067,0.0483,0.0121,6282 康舒,M2328 電子零組件,-0.1209,0.08,10,-0.4572,0.2092,8,-0.4256,0.2147,8,0.6711,0.2662,8,"31,391,258,108",0.2366,8,1.46,0.6101,4,4.3691,0.7448,3,-0.34,0.1687,9,-0.06,0.161,9,0.15,0.5093,5,53.65,0.3253,7,-3.7549,0.0285,10,0.561,0.9869,1
-0.2351,-0.1611,-0.1422,6283 淳安,M2331 其他電子業,0.3622,0.9069,1,16.2783,0.9945,1,12.0847,0.9956,1,-0.1277,0.9836,1,"5,006,629,711",0.7119,3,2.24,0.3472,7,15.1379,0.2683,8,-1.31,0.0975,10,-0.89,0.0778,10,0.2636,0.8083,2,25.85,0.8105,2,0.5832,0.5969,5,-0.1504,0.0318,10
-0.1786,0.012,0.03,6285 啟碁,M2327 通信網路業,0.0459,0.4578,6,-0.6541,0.0898,10,-0.6456,0.0778,10,0.5629,0.3614,7,"68,916,553,465",0.1347,9,2.32,0.322,7,2.6937,0.8959,2,2.38,0.6068,4,1.25,0.575,5,0.1417,0.4754,6,53.94,0.3165,7,0.3039,0.5005,6,0.1313,0.8182,2
-0.1849,-0.0291,-0.0162,6288 聯嘉,M2200 汽車工業,-0.0393,0.2059,8,-0.3927,0.2662,8,-0.3967,0.241,8,0.6714,0.2651,8,"6,515,188,120",0.632,4,2.29,0.3319,7,4.6967,0.7306,3,1.6,0.4644,6,0.88,0.4644,6,0.077,0.2738,8,56.34,0.2727,8,10.5304,0.9671,1,0.2085,0.9025,1
0.0038,0.1634,0.0545,6405 悅城,M2326 光電業,-0.0716,0.1512,9,-0.8604,0.0077,10,-0.8445,0.0066,10,0.5433,0.3855,7,"1,488,067,000",0.9562,1,0.64,0.977,1,37.9454,0.0767,10,-0.24,0.1774,9,-0.24,0.1369,9,0.587,0.9912,1,2.26,0.9956,1,0.6749,0.6276,4,-0.0467,0.1752,9
0.1646,0.119,0.0744,6409 旭隼,M2331 其他電子業,0.1941,0.7744,3,-0.2262,0.3888,7,-0.1904,0.4064,6,0.7318,0.2256,8,"139,946,415,379",0.08,10,15.2,0.0044,10,30.4317,0.103,10,8.01,0.9726,1,4.68,0.9803,1,0.4074,0.9485,1,41.9,0.5455,5,-0.043,0.3078,7,-0.0049,0.3198,7
-0.1389,-0.0781,-0.0544,6412 群電,M2328 電子零組件,0.0233,0.3888,7,-0.2024,0.4009,7,-0.1785,0.4184,6,0.6669,0.2694,8,"59,144,385,462",0.149,9,5.55,0.0515,10,7.3508,0.5422,5,5.22,0.8927,2,2.33,0.8028,2,0.1335,0.4425,6,58.22,0.2322,8,0.1715,0.448,6,0.0681,0.6517,4
-0.0702,0.0531,0.0469,6414 樺漢,M2325 電腦及週邊,0.1201,0.6386,4,-0.3994,0.2519,8,-0.4369,0.2114,8,0.6502,0.2826,8,"41,984,095,808",0.1862,9,2.28,0.3363,7,1.2832,0.9704,1,2.62,0.6364,4,1.19,0.5487,5,0.1758,0.5969,5,63.17,0.1698,9,0.2821,0.4929,6,0.2236,0.908,1
-0.0208,0.2292,0.05,6416 瑞祺電通,M2327 通信網路業,0.1449,0.7021,4,-0.6381,0.1062,9,-0.6372,0.0843,10,0.8128,0.1643,9,"8,506,719,676",0.5444,5,2.95,0.2125,8,10.1348,0.4042,6,1.82,0.4995,6,1.22,0.563,5,0.1635,0.5641,5,39.2,0.6013,5,-0.3043,0.2015,9,0.0857,0.7185,3
-0.1291,0.0653,0.0109,6426 統新,M2327 通信網路業,-0.1016,0.1019,10,-0.8325,0.012,10,-0.8087,0.0131,10,0.4944,0.4535,6,"2,432,409,432",0.8872,2,2.53,0.2749,8,30.5729,0.1019,10,-2.96,0.0526,10,-2.67,0.023,10,0.1821,0.6188,4,8.25,0.9803,1,-0.0214,0.3231,7,-0.1452,0.0361,10
-0.1094,0.0679,-0.0766,6438 迅得,M2331 其他電子業,0.1748,0.7525,3,0.1965,0.609,4,0.0745,0.5783,5,0.9947,0.0964,10,"9,568,713,169",0.5203,5,2.25,0.3439,7,7.5149,0.5279,5,3.32,0.7295,3,1.77,0.7152,3,0.2722,0.8291,2,48.91,0.4009,7,-0.2225,0.2256,8,0.0056,0.3724,7
1.2567,1.6145,0.5782,6442 光聖,M2327 通信網路業,0.7255,0.9803,1,0.6447,0.7327,3,0.4256,0.7065,3,1.0072,0.0942,10,"13,311,245,555",0.4206,6,3.85,0.1281,9,16.1091,0.241,8,4.95,0.8751,2,3.41,0.9321,1,0.244,0.7656,3,27.53,0.7798,3,32.8143,0.9967,1,0.1845,0.885,2
-0.1317,0.089,-0.0427,6443 元晶,M2326 光電業,0.0274,0.4085,6,-0.0969,0.4666,6,-0.1056,0.4655,6,0.4762,0.4699,6,"14,889,108,905",0.3921,7,1.95,0.4326,6,12.7518,0.322,7,0.29,0.2388,8,0.31,0.2848,8,0.0745,0.2683,8,34.77,0.6802,4,-0.8752,0.1041,10,0.0487,0.5575,5
0.9748,0.7087,0.3501,6446 藥華藥,M1722 生技醫療,0.1332,0.6813,4,0.3679,0.6703,4,0.4131,0.7054,3,1.0157,0.0909,10,"120,755,525,273",0.0931,10,4.5,0.1008,10,73.0329,0.0372,10,1.37,0.4239,6,1.23,0.5685,5,0.7047,0.9989,1,10.36,0.966,1,1.4492,0.782,3,0.6435,0.9923,1
0.3126,0.5475,0.1281,6449 鈺邦,M2328 電子零組件,0.6782,0.9748,1,6.6141,0.9595,1,4.1842,0.9573,1,0.7889,0.1807,9,"10,963,378,395",0.4732,6,2.19,0.3593,7,15.1981,0.2651,8,4.44,0.8335,2,2.72,0.8587,2,0.2735,0.8335,2,41.03,0.5619,5,3.7301,0.9189,1,0.1289,0.8138,2
-0.0027,-0.0012,-0.0082,6464 台數科,M9900 其他,-0.0116,0.2826,8,0.4812,0.7076,3,0.4961,0.7218,3,0.0705,0.9255,1,"10,140,937,050",0.5027,6,1.38,0.6451,4,9.4833,0.4304,6,2.83,0.6648,4,1.51,0.6561,4,0.1051,0.3669,7,54.83,0.3045,7,-0.0756,0.2946,8,0.0033,0.3625,7
0.0377,0.2871,0.0612,6472 保瑞,M1722 生技醫療,0.1322,0.6758,4,2.108,0.8719,2,1.6842,0.8697,2,0.5093,0.4337,6,"74,281,244,149",0.126,9,7.63,0.0219,10,25.9952,0.1292,9,6.4,0.9409,1,2.76,0.8642,2,0.2631,0.8061,2,62.63,0.1785,9,-0.311,0.1993,9,0.3442,0.9573,1
-0.0784,0.2084,-0.0173,6477 安集,M2326 光電業,0.0109,0.3472,7,-0.5062,0.184,9,-0.482,0.1873,9,0.6225,0.3045,7,"4,499,020,881",0.7448,3,1.54,0.5696,5,24.1251,0.1446,9,-1.08,0.1117,9,-0.31,0.126,9,0.0553,0.1939,9,58,0.241,8,-1.644,0.0548,10,-0.0453,0.1818,9
-0.144,-0.1068,-0.0827,6491 晶碩,M1722 生技醫療,0.3246,0.8828,2,0.4253,0.6846,4,0.23,0.6418,4,0.2293,0.7755,3,"38,664,982,200",0.1972,9,3.67,0.138,9,22.4129,0.1599,9,5.23,0.8959,2,3.78,0.9562,1,0.0809,0.287,8,30.31,0.7503,3,0.5066,0.5696,5,0.4048,0.966,1
-0.0729,-0.065,-0.0239,6504 南六,M9900 其他,0.0479,0.4666,6,-0.3185,0.3231,7,-0.3087,0.3198,7,0.1127,0.897,2,"5,315,329,140",0.6933,4,1.41,0.6353,4,3.7004,0.7996,3,1.99,0.5268,5,0.88,0.4666,6,0.1356,0.4469,6,64.27,0.1577,9,5.8547,0.9452,1,-0.003,0.3341,7
-0.111,-0.0703,-0.0718,6505 台塑化,M9700 油電燃氣業,-0.0436,0.1982,9,0.2342,0.6199,4,0.2155,0.6364,4,0.2073,0.8018,3,"648,365,391,794",0.012,10,2.06,0.4096,6,3.7872,0.7941,3,1.51,0.4469,6,1.23,0.5652,5,0.0951,0.3417,7,22.17,0.862,2,0.1332,0.4348,6,0.0074,0.3844,7
0.2162,0.168,0.1623,6515 穎崴,M2324 半導體,0.0119,0.3505,7,0.7159,0.747,3,0.5379,0.7306,3,1.2133,0.0427,10,"30,210,310,332",0.2508,8,7.47,0.0241,10,28.1529,0.1161,9,5.84,0.92,1,3.94,0.9595,1,0.1052,0.368,7,37.55,0.6276,4,0.3919,0.529,5,0.0057,0.3757,7
-0.1016,0.0276,0.1932,6526 達發,M2324 半導體,0.1115,0.6199,4,-0.0575,0.4874,6,-0.0817,0.4852,6,1.2747,0.035,10,"111,141,685,099",0.0997,10,6.39,0.035,10,29.0447,0.1139,9,2.51,0.6232,4,2,0.7558,3,0.4901,0.9814,1,23.14,0.8423,2,2.4367,0.8708,2,0.2464,0.9266,1
-0.1447,0.0774,0.007,6531 愛普*,M2324 半導體,-0.274,0.012,10,-0.5439,0.1643,9,-0.4567,0.2004,9,0.7743,0.1895,9,"27,989,972,820",0.2629,8,6.13,0.0394,10,37.5455,0.0778,10,3.36,0.7404,3,2.92,0.8872,2,0.324,0.8905,2,17.04,0.9168,1,4.9,0.9387,1,0.0788,0.6878,4
-0.098,0.0585,0.0763,6533 晶心科,M2324 半導體,-0.2968,0.0077,10,-0.6395,0.1051,9,-0.5599,0.1413,9,0.6569,0.2793,8,"19,804,506,201",0.3242,7,4.56,0.0975,10,92.9187,0.0263,10,-1.06,0.1128,9,-0.95,0.0756,10,0.3733,0.9288,1,8.64,0.9759,1,0.0678,0.3932,7,-0.0156,0.2771,8
-0.0554,0.0297,0.2059,6552 易華電,M2324 半導體,0.4682,0.9387,1,18.5024,0.9967,1,13.765,0.9978,1,0.6417,0.2913,8,"4,099,320,200",0.7744,3,1.07,0.8039,2,8.3336,0.4819,6,0.85,0.3395,7,0.6,0.3757,7,0.1423,0.4765,6,38.85,0.6068,4,2.2455,0.8587,2,-0.1113,0.0559,10
-0.083,0.0664,0.0311,6558 興能高,M2331 其他電子業,-0.0123,0.2782,8,-0.4007,0.2497,8,-0.363,0.2738,8,0.2313,0.77,3,"2,260,311,888",0.9003,2,1.41,0.6331,4,8.7572,0.4633,6,0.13,0.2245,8,0.13,0.2059,8,0.2417,0.7623,3,20.25,0.8861,2,1.043,0.7141,3,-0.1226,0.0504,10
-0.0414,0.074,0.071,6579 研揚,M2325 電腦及週邊,0.0409,0.4491,6,-0.716,0.0613,10,-0.7023,0.0548,10,0.5338,0.3976,7,"25,714,714,195",0.2804,8,2.52,0.2782,8,14.2661,0.2859,8,3.84,0.782,3,3.21,0.9146,1,0.3258,0.8938,2,17.35,0.9135,1,0.3898,0.5279,5,0.3084,0.9518,1
-0.0189,0.0566,-0.0189,6581 鋼聯,M3500 綠能環保,0.2585,0.8335,2,1.2425,0.8248,2,1.0754,0.8302,2,0.3272,0.6528,4,"11,204,978,321",0.4677,6,2.67,0.2541,8,23.9715,0.1468,9,3.31,0.7273,3,2.83,0.8751,2,0.1692,0.5783,5,19.1,0.9003,2,0.5223,0.5739,5,-0.0825,0.0931,10
0.1776,0.2548,0.0116,6582 申豐,M2100 橡膠工業,0.0239,0.3965,7,-0.1771,0.4162,6,-0.193,0.4042,6,-0.0613,0.9737,1,"5,457,350,847",0.6878,4,0.86,0.9014,2,25.7568,0.1314,9,-0.42,0.1544,9,-0.4,0.115,9,0.0531,0.1851,9,5.17,0.9901,1,-0.0928,0.2782,8,-0.025,0.2442,8
-0.207,-0.2619,-0.2241,6585 鼎基,M9900 其他,0.5455,0.9595,1,0.1267,0.5849,5,-0.0391,0.5159,5,0.7337,0.2223,8,"16,235,391,146",0.3757,7,3.95,0.1183,9,20.4833,0.1796,9,5.77,0.9157,1,3.62,0.943,1,0.1578,0.5411,5,39.67,0.586,5,2.8229,0.8817,2,0.1093,0.782,3
0.0057,0.0905,0.0045,6592 和潤企業,M9900 其他,-0.0826,0.1249,9,-0.2297,0.3844,7,-0.207,0.3954,7,0.3323,0.6418,4,"71,150,272,080",0.1314,9,1.93,0.4359,6,9.1409,0.4491,6,2.28,0.5805,5,0.29,0.2727,8,0.0168,0.0482,10,87.83,0.034,10,-0.0659,0.2968,8,0.194,0.8938,2
0.1079,0.1824,0.0748,6605 帝寶,M2200 汽車工業,0.4603,0.9376,1,-0.2796,0.3439,7,-0.32,0.3089,7,0.5074,0.4359,6,"35,621,291,924",0.2092,8,2.04,0.4129,6,7.4296,0.5345,5,4.94,0.8729,2,2.98,0.8938,2,0.1388,0.4655,6,43.45,0.5137,5,0.9759,0.6966,4,-0.0247,0.2464,8
0.0269,0.0366,0.0276,6606 建德工業,M1500 電機機械,0.119,0.6375,4,0.0327,0.5411,5,-0.0227,0.5246,5,0.1916,0.8127,2,"2,799,179,101",0.8543,2,1.82,0.4765,6,16.1369,0.2399,8,1.42,0.4283,6,1.08,0.5279,5,0.0503,0.1796,9,27.26,0.7875,3,0.3536,0.5148,5,-0.053,0.1577,9
-0.0811,0.0168,0.0346,6625 必應,M9900 其他,-0.1157,0.0887,10,0.4573,0.6966,4,0.4361,0.7076,3,0.2422,0.7536,3,"4,734,218,882",0.7349,3,4.67,0.092,10,10.1796,0.4009,7,5.07,0.8806,2,2.76,0.8653,2,0.3652,0.9255,1,43.45,0.5148,5,1.8727,0.8269,2,0.702,0.9967,1
0.1249,0.0624,-0.0041,6655 科定,M9900 其他,0.0513,0.4765,6,-0.351,0.2913,8,-0.3677,0.2683,8,0.1264,0.8861,2,"9,250,595,399",0.5279,5,4.04,0.1161,9,17.2373,0.2212,8,3.38,0.7437,3,1.34,0.6057,4,0.029,0.103,10,64.14,0.161,9,0.5815,0.5947,5,0.0205,0.437,6
-0.0418,0.0127,-0.0764,6657 華安,M1722 生技醫療,-0.129,0.0668,10,-0.1837,0.4096,6,-0.1707,0.4261,6,0.4736,0.4743,6,"4,733,434,427",0.736,3,5.8,0.0482,10,3361.8142,0.0077,10,-5.43,0.0219,10,-5.24,0.0077,10,0.3763,0.931,1,3.97,0.9923,1,0.2405,0.4765,6,0.407,0.9682,1
0.7362,0.7084,0.1578,6658 聯策,M2331 其他電子業,0.0023,0.3187,7,-0.0473,0.494,6,-0.0691,0.4973,6,0.5553,0.3757,7,"1,521,331,641",0.9518,1,1.33,0.6659,4,5.3778,0.6758,4,0.34,0.2519,8,0.22,0.2486,8,0.2351,0.7448,3,51.85,0.3527,7,-0.3473,0.1884,9,0.1575,0.8543,2
-0.2748,-0.1137,-0.086,6668 中揚光,M2326 光電業,0.3485,0.8959,2,0.2419,0.621,4,-0.0007,0.5389,5,0.0831,0.9157,1,"6,589,089,525",0.6276,4,3.16,0.1851,9,29.2977,0.1095,9,-2.48,0.0635,10,-1.23,0.0591,10,0.1772,0.6035,4,42.61,0.5257,5,0.4142,0.5312,5,-0.0629,0.1347,9
-0.2576,-0.084,0.0664,6669 緯穎,M2325 電腦及週邊,0.1066,0.6112,4,-0.2484,0.3658,7,-0.2692,0.3571,7,1.313,0.0274,10,"474,555,220,000",0.0164,10,8.18,0.0175,10,6.8156,0.5761,5,10.37,0.988,1,4.96,0.989,1,0.2557,0.7886,3,56.48,0.2694,8,0.4272,0.5367,5,0.1209,0.8061,2
