,Yt.1M,Code,Industry,MR,MR.PR,MR.Decile,TVC,TVC.PR,TVC.Decile,TRC,TRC.PR,TRC.Decile,BAB,BAB.PR,BAB.Decile,EV,EV.PR,EV.Decile,P/B,P/B.PR,P/B.Decile,PSR,PSR.PR,PSR.Decile,ROE,ROE.PR,ROE.Decile,ROA,ROA.PR,ROA.Decile,C/A,C/A.PR,C/A.Decile,D/A,D/A.PR,D/A.Decile,PG,PG.PR,PG.Decile,AG,AG.PR,AG.Decile
694,0.0522,5525 ¶¶¤Ñ,M2500 «Ø§÷Àç³y,0.2222,0.8028,2,1.0105,0.8039,2,0.6622,0.77,3,0.5303,0.4074,6,9282106830.0,0.5268,5,1.78,0.4841,6,62.133,0.0471,10,-0.71,0.1347,9,-0.18,0.1468,9,0.0076,0.0164,10,71.35,0.1041,10,-4.2586,0.0263,10,0.0313,0.4962,6
695,-0.0214,5531 ¶mªL,M2500 «Ø§÷Àç³y,0.1262,0.6583,4,14.3745,0.9923,1,11.2242,0.9934,1,0.9075,0.115,9,12500035242.0,0.4381,6,0.93,0.8773,2,73.7635,0.0361,10,-3.62,0.0405,10,-0.52,0.103,10,0.0051,0.0088,10,75.32,0.0789,10,-1.9218,0.0493,10,0.0646,0.6309,4
696,-0.0184,5533 ¬Ó¹©,M2500 «Ø§÷Àç³y,0.0891,0.5696,5,2.7791,0.9036,1,2.3433,0.9091,1,0.3308,0.6451,4,6629834135.0,0.6232,4,0.72,0.9573,1,26.9846,0.1205,9,0.46,0.2771,8,0.37,0.3045,7,0.2247,0.7262,3,21.41,0.8751,2,-0.883,0.1008,10,-0.0391,0.2015,9
697,-0.0205,5534 ªø­i,M2500 «Ø§÷Àç³y,0.5987,0.9693,1,8.3003,0.9759,1,5.4423,0.9639,1,0.2609,0.7317,3,33734831379.0,0.218,8,1.28,0.6867,4,61.9996,0.0482,10,0.43,0.2673,8,0.2,0.2355,8,0.0318,0.1161,9,55.53,0.287,8,-0.3974,0.1752,9,-0.0278,0.2366,8
698,0.009,5607 »·¶¯´ä,M2600 ¯è¹B·~,-0.0071,0.2957,8,-0.4397,0.218,8,-0.4069,0.2322,8,0.4857,0.4633,6,18456150755.0,0.3417,7,1.85,0.4644,6,22.9212,0.1566,9,1.55,0.4535,6,0.86,0.4567,6,0.0314,0.1117,9,60.91,0.1928,9,-0.3174,0.1939,9,0.155,0.8499,2
699,-0.0184,5608 ¥|ºû¯è,M2600 ¯è¹B·~,0.1391,0.6966,4,2.2613,0.8773,2,2.1013,0.897,2,0.3016,0.6846,4,8447194024.0,0.5465,5,0.73,0.9551,1,10.7582,0.3779,7,-2.54,0.0591,10,-0.68,0.0876,10,0.1047,0.3647,7,53.12,0.3352,7,-0.1527,0.2574,8,-0.0923,0.08,10
700,-0.0323,5706 »ñ°Ä,M2700 Æ[¥úÀ\®È,0.2372,0.8182,2,4.4913,0.943,1,3.7054,0.9507,1,0.3449,0.6254,4,5731313732.0,0.6725,4,3.31,0.1709,9,9.5863,0.425,6,5.02,0.8784,2,2.4,0.8116,2,0.1158,0.3954,7,53.18,0.3341,7,9.5313,0.9639,1,0.2085,0.9036,1
701,-0.0247,5876 ¤W®ü°Ó»È,M2800 ª÷¿Ä·~,0.0488,0.471,6,-0.0169,0.5126,5,-0.0147,0.5268,5,0.4743,0.4721,6,215875111989.0,0.0526,10,1.22,0.7185,3,17.5211,0.218,8,2.1,0.5509,5,0.22,0.2442,8,0.0213,0.0635,10,89.4,0.0318,10,0.0174,0.3538,7,0.0307,0.4885,6
702,-0.0244,5880 ¦X®wª÷,M2800 ª÷¿Ä·~,0.0333,0.4283,6,0.077,0.5597,5,0.066,0.5717,5,0.2993,0.69,4,378670267733.0,0.0252,10,1.56,0.5663,5,23.9663,0.1479,9,2.16,0.5608,5,0.11,0.1982,9,0.0161,0.0449,10,94.86,0.0044,10,0.0718,0.3954,7,0.0624,0.6232,4
703,-0.0577,6005 ¸s¯qÃÒ,M2800 ª÷¿Ä·~,0.5851,0.966,1,1.3926,0.8346,2,0.8663,0.805,2,0.443,0.5126,5,52600886100.0,0.1577,9,1.0,0.8445,2,13.1107,0.3143,7,3.34,0.7327,3,0.73,0.4173,6,0.0299,0.1051,9,84.72,0.0416,10,0.2229,0.4699,6,0.4286,0.9748,1
704,-0.021,6024 ¸s¯q´Á,M2800 ª÷¿Ä·~,0.2271,0.8072,2,0.1034,0.5696,5,0.0418,0.5586,5,0.43,0.5301,5,14337019668.0,0.4042,6,1.53,0.5739,5,25.344,0.1358,9,3.65,0.77,3,0.53,0.3582,7,0.0936,0.3341,7,86.64,0.0372,10,0.1065,0.4206,6,0.1408,0.8346,2
705,-0.019,6108 Äv°ê,M2328 ¹q¤l¹s²Õ¥ó,-0.0752,0.1435,9,-0.7589,0.0405,10,-0.7321,0.0427,10,0.3645,0.6024,5,3258971817.0,0.8237,2,0.95,0.8719,2,2.3569,0.9211,1,-0.24,0.1796,9,0.15,0.2158,8,0.415,0.9518,1,57.59,0.2486,8,0.881,0.6813,4,-0.0628,0.1358,9
706,0.0617,6112 ÁÚ¹F¯S,M2330 ¸ê°TªA°È·~,-0.1968,0.0274,10,-0.5563,0.1522,9,-0.4874,0.184,9,0.5923,0.333,7,10786960932.0,0.4797,6,2.99,0.2059,8,2.2712,0.9255,1,2.66,0.6407,4,1.29,0.5827,5,0.0916,0.3275,7,59.22,0.218,8,-0.1285,0.2651,8,0.1242,0.8094,2
707,0.0291,6115 Âï³Ó,M2328 ¹q¤l¹s²Õ¥ó,0.1649,0.7338,3,0.0865,0.5641,5,0.0098,0.5422,5,0.2728,0.7207,3,9693219409.0,0.5159,5,1.85,0.4666,6,6.0474,0.6188,4,3.02,0.6857,4,1.95,0.7448,3,0.2096,0.6813,4,38.89,0.6057,4,0.9762,0.6977,4,-0.0116,0.2881,8
708,-0.0433,6116 ±m´¹,M2326 ¥ú¹q·~,-0.1179,0.0876,10,-0.2361,0.3779,7,-0.1724,0.4239,6,0.5796,0.345,7,29697321395.0,0.2574,8,0.77,0.943,1,11.7079,0.3494,7,-3.19,0.0482,10,-2.33,0.0307,10,0.0574,0.2037,9,23.11,0.8445,2,-0.3013,0.2026,9,-0.0544,0.1512,9
709,0.4664,6117 ªï¼s,M2325 ¹q¸£¤Î¶gÃä,0.2669,0.839,2,0.2823,0.6342,4,0.1351,0.6002,5,1.3829,0.0208,10,8036663970.0,0.563,5,5.4,0.0581,10,11.2233,0.3647,7,8.01,0.9715,1,2.96,0.8916,2,0.1861,0.6265,4,64.23,0.1599,9,3.3336,0.908,1,0.1172,0.7996,3
710,0.0191,6120 ¹F¹B,M2326 ¥ú¹q·~,-0.0491,0.1895,9,0.9002,0.7875,3,0.808,0.7908,3,0.0939,0.9069,1,10251412310.0,0.4995,6,1.16,0.7568,3,2.0512,0.9376,1,-0.91,0.1216,9,-0.41,0.1139,9,0.2889,0.851,2,49.46,0.3921,7,0.7257,0.6484,4,0.0198,0.4348,6
711,-0.0078,6128 ¤WºÖ,M2325 ¹q¸£¤Î¶gÃä,0.2016,0.7842,3,0.0808,0.5619,5,0.0248,0.5487,5,0.2309,0.7722,3,4886648742.0,0.7207,3,1.25,0.7054,3,3.5554,0.8204,2,2.73,0.6506,4,1.47,0.644,4,0.1346,0.4447,6,51.81,0.3538,7,-0.1027,0.276,8,0.0993,0.759,3
712,0.0813,6133 ª÷¾ô,M2328 ¹q¤l¹s²Õ¥ó,-0.0507,0.1818,9,-0.116,0.4491,6,-0.0503,0.5093,5,0.2185,0.7853,3,1643938431.0,0.9452,1,1.46,0.6079,4,7.307,0.5455,5,0.42,0.2662,8,0.39,0.3133,7,0.2213,0.7141,3,42.48,0.5323,5,1.4037,0.7788,3,-0.0374,0.207,8
713,0.0087,6136 ´Iº¸¯S,M2327 ³q«Hºô¸ô·~,0.0272,0.4074,6,-0.7619,0.0361,10,-0.7452,0.0307,10,0.2872,0.7032,3,2493160235.0,0.8806,2,0.65,0.9748,1,20.1533,0.1829,9,0.09,0.2169,8,0.09,0.1928,9,0.0411,0.1501,9,5.84,0.988,1,1.8899,0.8313,2,0.4562,0.9792,1
714,0.0022,6139 ¨Èµ¾,M2331 ¨ä¥L¹q¤l·~,0.3314,0.8883,2,-0.0391,0.4995,6,-0.3363,0.2946,8,1.608,0.0066,10,51436891300.0,0.1588,9,4.3,0.1084,9,2.7107,0.8927,2,7.01,0.9584,1,2.17,0.7777,3,0.3483,0.9146,1,67.24,0.1358,9,1.9154,0.8346,2,0.0669,0.6418,4
715,-0.0152,6141 ¬f©Ó,M2328 ¹q¤l¹s²Õ¥ó,0.003,0.3253,7,-0.7263,0.057,10,-0.6949,0.0581,10,0.1829,0.8258,2,1864673382.0,0.9288,1,1.32,0.6736,4,2.4608,0.9124,1,-16.84,0.0055,10,-3.62,0.0131,10,0.0868,0.3089,7,78.06,0.0602,10,-1.4889,0.0624,10,-0.0417,0.1884,9
716,0.0291,6142 ¤Í«l,M2327 ³q«Hºô¸ô·~,-0.0365,0.2136,8,-0.5875,0.1391,9,-0.5546,0.1457,9,0.4247,0.5345,5,3142402543.0,0.8302,2,1.07,0.8007,3,13.3852,0.3045,7,-2.2,0.0734,10,-1.57,0.0438,10,0.2902,0.8521,2,25.26,0.8149,2,-7.2404,0.0153,10,-0.2512,0.0088,10
717,0.2206,6152 ¦Ê¤@,M2327 ³q«Hºô¸ô·~,-0.0146,0.2716,8,-0.6052,0.1227,9,-0.5695,0.1336,9,0.3861,0.575,5,1694158476.0,0.9376,1,1.19,0.7437,3,4.8196,0.7174,3,-2.47,0.0646,10,-1.26,0.0559,10,0.2551,0.7875,3,47.89,0.4228,6,0.0938,0.4129,6,0.0137,0.4064,6
718,-0.0048,6153 ¹ÅÁp¯q,M2328 ¹q¤l¹s²Õ¥ó,-0.0532,0.1752,9,-0.3203,0.3198,7,-0.2822,0.345,7,0.5778,0.3483,7,12922651579.0,0.4272,6,0.96,0.8642,2,8.1851,0.4896,6,-4.35,0.0318,10,-2.55,0.0274,10,0.1456,0.4896,6,36.23,0.6528,4,0.3731,0.5225,5,-0.1683,0.0274,10
719,0.0347,6155 ¶vÄ_,M2328 ¹q¤l¹s²Õ¥ó,0.0265,0.4053,6,-0.3199,0.3209,7,-0.3154,0.3122,7,0.2791,0.713,3,2315146111.0,0.897,2,1.49,0.5936,5,18.9715,0.1982,9,1.8,0.4951,6,1.35,0.6079,4,0.1441,0.4841,6,29.35,0.7601,3,0.359,0.5181,5,-0.0771,0.1051,9
720,0.119,6164 µØ¿³,M2326 ¥ú¹q·~,-0.0102,0.2881,8,-0.7747,0.0274,10,-0.7548,0.0241,10,0.7416,0.2147,8,1261440000.0,0.9704,1,1.33,0.6648,4,5.8844,0.6342,4,1.25,0.4064,6,0.89,0.4721,6,0.387,0.9376,1,34.76,0.6835,4,2.6046,0.8784,2,-0.0549,0.1501,9
721,-0.0087,6165 ®ö¤Z,M3600 ¼Æ¦ì¶³ºÝ,-0.0293,0.2322,8,-0.7177,0.0602,10,-0.685,0.0624,10,-0.1199,0.9825,1,3060102208.0,0.839,2,2.24,0.3516,7,4.2621,0.7568,3,1.03,0.368,7,0.69,0.4031,7,0.231,0.7338,3,30.52,0.7448,3,1.3122,0.7579,3,-0.0824,0.0942,10
722,0.0715,6166 ­âµØ,M2325 ¹q¸£¤Î¶gÃä,0.0995,0.5926,5,-0.3695,0.2804,8,-0.3652,0.2727,8,0.602,0.3209,7,14477661413.0,0.4009,7,2.81,0.2311,8,7.0495,0.5608,5,-1.68,0.0865,10,-0.54,0.0997,10,0.1426,0.4786,6,58.38,0.2278,8,-1.942,0.0471,10,-0.1082,0.0581,10
723,-0.0146,6168 §»»ô,M2326 ¥ú¹q·~,-0.0664,0.1577,9,-0.7834,0.023,10,-0.7504,0.0285,10,0.7017,0.2453,8,4813131128.0,0.7306,3,1.63,0.5433,5,10.4866,0.3888,7,0.15,0.2267,8,0.13,0.2048,8,0.2057,0.6736,4,19.58,0.8938,2,-0.3785,0.1796,9,-0.0394,0.1982,9
724,0.1145,6176 ·ç»ö,M2326 ¥ú¹q·~,0.4,0.9244,1,-0.3059,0.3308,7,-0.3654,0.2716,8,0.3278,0.6517,4,86742186406.0,0.115,9,2.13,0.3801,7,8.0115,0.4995,6,5.46,0.9036,1,3.31,0.9277,1,0.6451,0.9967,1,38.91,0.6046,4,1.6424,0.805,2,-0.026,0.2399,8
725,0.0561,6177 ¹FÄR,M2500 «Ø§÷Àç³y,0.6622,0.9737,1,13.1044,0.989,1,7.8874,0.9836,1,-0.0275,0.9671,1,22723532639.0,0.2968,8,1.87,0.4567,6,44.9859,0.0624,10,0.23,0.2333,8,0.1,0.1961,9,0.0508,0.1818,9,74.17,0.0854,10,-0.8935,0.0997,10,-0.0215,0.2607,8
726,-0.0213,6183 Ãö¶T,M2330 ¸ê°TªA°È·~,0.0886,0.5685,5,-0.1119,0.4545,6,-0.1432,0.4359,6,0.1378,0.8784,2,10660185000.0,0.4863,6,4.12,0.115,9,18.563,0.2026,9,4.11,0.8007,3,2.79,0.8686,2,0.2404,0.759,3,34.57,0.6933,4,-0.0021,0.3363,7,0.2446,0.9244,1
727,0.0,6184 ¤jÂ×¹q,M9900 ¨ä¥L,0.0658,0.5137,5,-0.2291,0.3866,7,-0.2513,0.3669,7,0.0787,0.9211,1,8248387311.0,0.5553,5,2.03,0.414,6,15.8487,0.2541,8,2.87,0.6703,4,1.71,0.701,4,0.3532,0.9168,1,49.25,0.3965,7,-0.0027,0.3352,7,0.065,0.6342,4
728,-0.0044,6189 Â×ÃÀ,M2329 ¹q¤l³q¸ô·~,0.3129,0.8762,2,0.0106,0.529,5,-0.0993,0.4677,6,0.8037,0.172,9,19051414752.0,0.3308,7,3.13,0.1895,9,1.6773,0.9573,1,8.33,0.9781,1,3.23,0.9157,1,0.14,0.4699,6,64.26,0.1588,9,1.8829,0.828,2,0.2243,0.9091,1
729,-0.0474,6191 ºë¦¨¬ì,M2328 ¹q¤l¹s²Õ¥ó,0.0535,0.483,6,-0.4272,0.2234,8,-0.4314,0.2136,8,0.3747,0.5882,5,32994129310.0,0.2256,8,1.57,0.5641,5,6.4381,0.598,5,2.71,0.6484,4,1.62,0.6857,4,0.2603,0.7952,3,42.63,0.5246,5,-0.018,0.3253,7,0.1312,0.8171,2
730,0.1306,6192 ¥¨¸ô,M2331 ¨ä¥L¹q¤l·~,0.2581,0.8324,2,2.1926,0.874,2,1.8189,0.8784,2,0.2127,0.793,3,10529056815.0,0.4885,6,1.53,0.5805,5,5.9001,0.632,4,3.95,0.7897,3,2.27,0.7941,3,0.1454,0.4885,6,44.53,0.4918,6,0.4652,0.5531,5,0.1165,0.7963,3
731,0.0547,6196 ¦|«Å,M2331 ¨ä¥L¹q¤l·~,-0.0222,0.2541,8,-0.1131,0.4535,6,-0.1497,0.4326,6,1.2974,0.0307,10,30005592216.0,0.253,8,2.81,0.2322,8,2.053,0.9365,1,4.12,0.8018,3,1.26,0.5772,5,0.1562,0.5301,5,73.69,0.0865,10,0.071,0.3943,7,0.2156,0.9058,1
732,0.2704,6197 ¨Î¥²µX,M2328 ¹q¤l¹s²Õ¥ó,0.72,0.9792,1,0.3741,0.6714,4,-0.0121,0.529,5,1.6032,0.0099,10,17963448089.0,0.3472,7,5.3,0.0646,10,12.2205,0.333,7,7.49,0.9682,1,4.67,0.9781,1,0.184,0.6221,4,42.21,0.54,5,1.3145,0.7601,3,0.2651,0.9332,1
733,0.016,6201 ¨È¥°¹q,M2331 ¨ä¥L¹q¤l·~,-0.0079,0.2924,8,-0.3896,0.2694,8,-0.3687,0.2662,8,0.1565,0.8532,2,5229528400.0,0.6977,4,2.26,0.3395,7,8.6287,0.471,6,2.32,0.5936,5,1.65,0.6889,4,0.2668,0.8182,2,32.81,0.7087,3,-0.0414,0.3089,7,0.0989,0.7558,3
734,0.0237,6202 ²±¸s,M2324 ¥b¾ÉÅé,-0.0314,0.2256,8,0.591,0.7196,3,0.5579,0.736,3,0.6599,0.2749,8,13131732795.0,0.425,6,3.22,0.1807,9,29.6074,0.1073,9,-1.17,0.1095,9,-0.69,0.0865,10,0.1307,0.4326,6,34.61,0.69,4,-2.2325,0.0405,10,-0.1079,0.0591,10
735,-0.0223,6205 ¸àªY,M2328 ¹q¤l¹s²Õ¥ó,-0.0654,0.161,9,-0.779,0.0252,10,-0.7498,0.0296,10,0.7833,0.184,9,6107463447.0,0.6528,4,2.57,0.2673,8,18.5275,0.2037,9,2.01,0.5389,5,1.43,0.6254,4,0.2331,0.7437,3,35.31,0.6692,4,-0.4604,0.1588,9,0.1586,0.8554,2
736,0.0432,6206 ­¸±¶,M2325 ¹q¸£¤Î¶gÃä,0.295,0.8653,2,0.0201,0.5312,5,-0.0816,0.4874,6,0.4374,0.517,5,12294318325.0,0.4447,6,2.27,0.3373,7,12.1323,0.3373,7,4.5,0.8412,2,3.73,0.9529,1,0.4328,0.9606,1,18.05,0.908,1,3.2765,0.9047,1,0.0083,0.3899,7
737,0.2686,6209 ¤µ°ê¥ú,M2326 ¥ú¹q·~,-0.0417,0.2004,9,-0.4266,0.2245,8,-0.4134,0.2267,8,0.1388,0.8762,2,4322055686.0,0.7525,3,1.47,0.6002,5,7.1846,0.552,5,-0.61,0.1413,9,-0.41,0.1117,9,0.1313,0.437,6,26.13,0.8028,2,0.5923,0.6013,5,-0.0715,0.1139,9
738,0.0755,6213 Áp­Z,M2328 ¹q¤l¹s²Õ¥ó,0.1484,0.7076,3,2.7592,0.9014,2,2.0286,0.8905,2,0.893,0.1227,9,37436460040.0,0.2015,9,1.79,0.483,6,6.0826,0.6156,4,0.78,0.3275,7,0.55,0.3647,7,0.1585,0.5476,5,41.84,0.5487,5,1.0763,0.7196,3,0.0186,0.4283,6
739,0.0281,6214 ºë¸Û,M2330 ¸ê°TªA°È·~,0.0826,0.5542,5,-0.0753,0.4786,6,-0.1247,0.4513,6,0.5849,0.3384,7,32559018375.0,0.2267,8,2.13,0.3834,7,3.196,0.8521,2,4.51,0.8434,2,2.32,0.8007,3,0.1707,0.5827,5,47.84,0.4272,6,0.4372,0.5422,5,0.0694,0.6605,4
740,0.1267,6215 ©MÝÏ,M2331 ¨ä¥L¹q¤l·~,0.775,0.9825,1,5.1324,0.9551,1,3.5745,0.9474,1,0.8423,0.1512,9,4116162793.0,0.7711,3,1.98,0.4239,6,14.1927,0.2881,8,1.98,0.5257,5,1.58,0.6791,4,0.2608,0.7985,3,24.18,0.8291,2,0.0727,0.3965,7,-0.0066,0.3111,7
741,0.2288,6216 ©~©ö,M2327 ³q«Hºô¸ô·~,0.2324,0.8127,2,-0.1927,0.4064,6,-0.2571,0.3647,7,0.5735,0.3527,7,3539156512.0,0.8039,2,1.89,0.4513,6,12.6457,0.3253,7,3.93,0.7875,3,3.51,0.9354,1,0.131,0.4337,6,11.65,0.9584,1,7.686,0.9584,1,0.0664,0.6396,4
742,-0.0183,6224 »E¹©,M2328 ¹q¤l¹s²Õ¥ó,0.0061,0.3341,7,-0.3361,0.3067,7,-0.2903,0.3363,7,0.5664,0.3582,7,4616284958.0,0.7404,3,1.9,0.4491,6,7.4119,0.5367,5,-0.02,0.195,9,0.09,0.195,9,0.2711,0.8258,2,37.9,0.621,4,4.0128,0.9222,1,-0.0245,0.2497,8
743,-0.0118,6225 ¤ÑÃv,M2326 ¥ú¹q·~,-0.0062,0.2979,8,-0.4261,0.2267,8,-0.4404,0.207,8,-0.0774,0.9748,1,442020000.0,0.9989,1,4.79,0.0876,10,32.1119,0.0931,10,1.31,0.4184,6,1.18,0.5465,5,0.3574,0.92,1,12.61,0.9474,1,2.4494,0.8729,2,0.1104,0.7853,3
744,0.0591,6226 ¥ú¹©,M2326 ¥ú¹q·~,-0.0648,0.1632,9,-0.6596,0.0887,10,-0.6141,0.1008,10,0.4548,0.4984,6,1177859869.0,0.9781,1,1.07,0.805,2,7.7922,0.5082,5,-0.72,0.1336,9,-0.24,0.1325,9,0.1476,0.5005,6,47.53,0.4348,6,0.7222,0.644,4,-0.0723,0.1106,9
745,0.0778,6230 ¥§±o¬ì¶W²³,M2325 ¹q¸£¤Î¶gÃä,1.1049,0.9967,1,2.9571,0.9091,1,1.6518,0.8664,2,-0.6724,0.9967,1,25871892006.0,0.2771,8,2.79,0.2355,8,14.6451,0.276,8,0.79,0.3308,7,0.54,0.3614,7,0.3052,0.8719,2,39.62,0.5871,5,-0.5333,0.149,9,-0.1315,0.0438,10
746,-0.0114,6235 µØ§·,M2325 ¹q¸£¤Î¶gÃä,-0.1568,0.0537,10,-0.3218,0.3176,7,-0.1889,0.4074,6,1.0448,0.0811,10,16761004292.0,0.3625,7,4.96,0.08,10,10.7366,0.379,7,5.09,0.885,2,2.39,0.8105,2,0.1064,0.3713,7,56.46,0.2705,8,0.0124,0.3461,7,0.434,0.977,1
747,0.1407,6239 ¤O¦¨,M2324 ¥b¾ÉÅé,0.1026,0.6068,4,-0.4949,0.1917,9,-0.4923,0.1774,9,0.7151,0.2399,8,120986413695.0,0.092,10,2.68,0.253,8,6.6009,0.5838,5,3.0,0.6835,4,1.96,0.7492,3,0.1876,0.6342,4,34.72,0.6857,4,0.5403,0.5794,5,-0.0488,0.1676,9
748,0.0618,6243 ¨³ªN,M2324 ¥b¾ÉÅé,-0.2424,0.0131,10,-0.7619,0.035,10,-0.711,0.0504,10,0.4885,0.4589,6,2628834027.0,0.8675,2,3.54,0.1512,9,14.6583,0.2749,8,2.95,0.678,4,2.21,0.7831,3,0.2966,0.8598,2,26.04,0.805,2,0.4835,0.5586,5,-0.0406,0.1939,9
749,0.0396,6257 ª¿®æ,M2324 ¥b¾ÉÅé,0.1349,0.6857,4,-0.3942,0.2607,8,-0.4174,0.2202,8,0.6293,0.2979,8,36212707799.0,0.207,8,1.91,0.4458,6,8.7009,0.4666,6,4.33,0.8204,2,2.42,0.8149,2,0.2647,0.8127,2,47.25,0.4392,6,2.2954,0.8642,2,0.014,0.4085,6
750,-0.0834,6269 ¥x°p,M2328 ¹q¤l¹s²Õ¥ó,0.1667,0.7382,3,1.1023,0.8116,2,0.9443,0.8149,2,0.303,0.6835,4,30260693769.0,0.2497,8,1.21,0.7349,3,4.4577,0.7426,3,0.07,0.2136,8,0.07,0.1862,9,0.1741,0.5915,5,37.39,0.6298,4,-0.8236,0.1117,9,-0.0056,0.3143,7
751,0.023,6271 ¦PªY¹q,M2324 ¥b¾ÉÅé,0.0383,0.4414,6,-0.0913,0.4721,6,-0.0851,0.4808,6,1.0557,0.0778,10,30659404510.0,0.2432,8,1.25,0.7021,4,10.3195,0.3965,7,1.49,0.4447,6,1.14,0.5389,5,0.1464,0.4951,6,28.47,0.7656,3,-0.0202,0.3242,7,-0.0332,0.2212,8
752,0.0248,6277 §»¥¿,M2325 ¹q¸£¤Î¶gÃä,0.0152,0.3658,7,-0.2097,0.3965,7,-0.2171,0.3899,7,0.1018,0.9025,1,9127393981.0,0.529,5,2.12,0.3866,7,7.7678,0.5093,5,2.38,0.6079,4,1.72,0.7043,3,0.147,0.4973,6,32.77,0.7108,3,-0.4194,0.1643,9,-0.0575,0.1435,9
753,-0.0084,6278 ¥xªí¬ì,M2326 ¥ú¹q·~,0.2553,0.8313,2,0.3284,0.6517,4,0.2196,0.6375,4,0.7723,0.1917,9,33326716320.0,0.2223,8,1.58,0.5608,5,3.0494,0.8609,2,3.43,0.7514,3,1.46,0.6396,4,0.1767,0.6013,5,59.88,0.2048,8,1.3931,0.7766,3,0.0677,0.6473,4
754,-0.0094,6281 ¥þ°ê¹q,M2329 ¹q¤l³q¸ô·~,0.0536,0.4863,6,-0.3601,0.287,8,-0.3545,0.2815,8,0.135,0.8828,2,8003990541.0,0.5663,5,3.27,0.1752,9,1.7948,0.9474,1,4.22,0.8105,2,1.25,0.5739,5,0.0762,0.2716,8,75.41,0.0767,10,-0.161,0.253,8,0.0318,0.4995,6
755,0.0121,6282 ±dµÎ,M2328 ¹q¤l¹s²Õ¥ó,-0.1209,0.08,10,-0.4572,0.2092,8,-0.4256,0.2147,8,0.6711,0.2662,8,31391258108.0,0.2366,8,1.46,0.6101,4,4.3691,0.7448,3,-0.34,0.1687,9,-0.06,0.161,9,0.15,0.5093,5,53.65,0.3253,7,-3.7549,0.0285,10,0.561,0.9869,1
756,-0.1422,6283 ²E¦w,M2331 ¨ä¥L¹q¤l·~,0.3622,0.9069,1,16.2783,0.9945,1,12.0847,0.9956,1,-0.1277,0.9836,1,5006629711.0,0.7119,3,2.24,0.3472,7,15.1379,0.2683,8,-1.31,0.0975,10,-0.89,0.0778,10,0.2636,0.8083,2,25.85,0.8105,2,0.5832,0.5969,5,-0.1504,0.0318,10
757,0.03,6285 ±ÒùÖ,M2327 ³q«Hºô¸ô·~,0.0459,0.4578,6,-0.6541,0.0898,10,-0.6456,0.0778,10,0.5629,0.3614,7,68916553465.0,0.1347,9,2.32,0.322,7,2.6937,0.8959,2,2.38,0.6068,4,1.25,0.575,5,0.1417,0.4754,6,53.94,0.3165,7,0.3039,0.5005,6,0.1313,0.8182,2
758,-0.0162,6288 Áp¹Å,M2200 ¨T¨®¤u·~,-0.0393,0.2059,8,-0.3927,0.2662,8,-0.3967,0.241,8,0.6714,0.2651,8,6515188120.0,0.632,4,2.29,0.3319,7,4.6967,0.7306,3,1.6,0.4644,6,0.88,0.4644,6,0.077,0.2738,8,56.34,0.2727,8,10.5304,0.9671,1,0.2085,0.9025,1
759,0.0545,6405 ®®«°,M2326 ¥ú¹q·~,-0.0716,0.1512,9,-0.8604,0.0077,10,-0.8445,0.0066,10,0.5433,0.3855,7,1488067000.0,0.9562,1,0.64,0.977,1,37.9454,0.0767,10,-0.24,0.1774,9,-0.24,0.1369,9,0.587,0.9912,1,2.26,0.9956,1,0.6749,0.6276,4,-0.0467,0.1752,9
760,0.0744,6409 ¦°ÔG,M2331 ¨ä¥L¹q¤l·~,0.1941,0.7744,3,-0.2262,0.3888,7,-0.1904,0.4064,6,0.7318,0.2256,8,139946415379.0,0.08,10,15.2,0.0044,10,30.4317,0.103,10,8.01,0.9726,1,4.68,0.9803,1,0.4074,0.9485,1,41.9,0.5455,5,-0.043,0.3078,7,-0.0049,0.3198,7
761,-0.0544,6412 ¸s¹q,M2328 ¹q¤l¹s²Õ¥ó,0.0233,0.3888,7,-0.2024,0.4009,7,-0.1785,0.4184,6,0.6669,0.2694,8,59144385462.0,0.149,9,5.55,0.0515,10,7.3508,0.5422,5,5.22,0.8927,2,2.33,0.8028,2,0.1335,0.4425,6,58.22,0.2322,8,0.1715,0.448,6,0.0681,0.6517,4
762,0.0469,6414 ¾ìº~,M2325 ¹q¸£¤Î¶gÃä,0.1201,0.6386,4,-0.3994,0.2519,8,-0.4369,0.2114,8,0.6502,0.2826,8,41984095808.0,0.1862,9,2.28,0.3363,7,1.2832,0.9704,1,2.62,0.6364,4,1.19,0.5487,5,0.1758,0.5969,5,63.17,0.1698,9,0.2821,0.4929,6,0.2236,0.908,1
763,0.05,6416 ·ç¸R¹q³q,M2327 ³q«Hºô¸ô·~,0.1449,0.7021,4,-0.6381,0.1062,9,-0.6372,0.0843,10,0.8128,0.1643,9,8506719676.0,0.5444,5,2.95,0.2125,8,10.1348,0.4042,6,1.82,0.4995,6,1.22,0.563,5,0.1635,0.5641,5,39.2,0.6013,5,-0.3043,0.2015,9,0.0857,0.7185,3
764,0.0109,6426 ²Î·s,M2327 ³q«Hºô¸ô·~,-0.1016,0.1019,10,-0.8325,0.012,10,-0.8087,0.0131,10,0.4944,0.4535,6,2432409432.0,0.8872,2,2.53,0.2749,8,30.5729,0.1019,10,-2.96,0.0526,10,-2.67,0.023,10,0.1821,0.6188,4,8.25,0.9803,1,-0.0214,0.3231,7,-0.1452,0.0361,10
